country,lau,cases,datetime
IE,Leitrim,9909,2022-07-06T00:00:00
IE,Longford,14506,2022-07-06T00:00:00
IE,Sligo,19973,2022-07-06T00:00:00
IE,Roscommon,21416,2022-07-06T00:00:00
IE,Monaghan,22517,2022-07-06T00:00:00
IE,Carlow,22767,2022-07-06T00:00:00
IE,Offaly,25051,2022-07-06T00:00:00
IE,Cavan,25482,2022-07-06T00:00:00
IE,Laois,27951,2022-07-06T00:00:00
IE,Kilkenny,30151,2022-07-06T00:00:00
IE,Westmeath,34294,2022-07-06T00:00:00
IE,Waterford,39538,2022-07-06T00:00:00
IE,Mayo,39590,2022-07-06T00:00:00
IE,Clare,40988,2022-07-06T00:00:00
IE,Wicklow,41507,2022-07-06T00:00:00
IE,Kerry,42966,2022-07-06T00:00:00
IE,Wexford,43658,2022-07-06T00:00:00
IE,Tipperary,49900,2022-07-06T00:00:00
IE,Louth,51692,2022-07-06T00:00:00
IE,Donegal,58091,2022-07-06T00:00:00
IE,Meath,67640,2022-07-06T00:00:00
IE,Limerick,68249,2022-07-06T00:00:00
IE,Kildare,80669,2022-07-06T00:00:00
IE,Galway,87542,2022-07-06T00:00:00
IE,Cork,163800,2022-07-06T00:00:00
IE,Dublin,484782,2022-07-06T00:00:00
