country,lau,cases,datetime
IE,Leitrim,230,2020-11-05T00:00:00
IE,Carlow,556,2020-11-05T00:00:00
IE,Longford,581,2020-11-05T00:00:00
IE,Sligo,656,2020-11-05T00:00:00
IE,Waterford,773,2020-11-05T00:00:00
IE,Kilkenny,794,2020-11-05T00:00:00
IE,Roscommon,808,2020-11-05T00:00:00
IE,Laois,850,2020-11-05T00:00:00
IE,Offaly,1041,2020-11-05T00:00:00
IE,Wexford,1101,2020-11-05T00:00:00
IE,Kerry,1118,2020-11-05T00:00:00
IE,Monaghan,1129,2020-11-05T00:00:00
IE,Mayo,1210,2020-11-05T00:00:00
IE,Tipperary,1245,2020-11-05T00:00:00
IE,Wicklow,1316,2020-11-05T00:00:00
IE,Clare,1320,2020-11-05T00:00:00
IE,Westmeath,1434,2020-11-05T00:00:00
IE,Louth,1724,2020-11-05T00:00:00
IE,Cavan,2078,2020-11-05T00:00:00
IE,Limerick,2107,2020-11-05T00:00:00
IE,Donegal,2211,2020-11-05T00:00:00
IE,Galway,2369,2020-11-05T00:00:00
IE,Meath,3029,2020-11-05T00:00:00
IE,Kildare,3790,2020-11-05T00:00:00
IE,Cork,5642,2020-11-05T00:00:00
IE,Dublin,24343,2020-11-05T00:00:00
