country,lau,cases,datetime
IE,Leitrim,75650,2021-08-09T00:00:00
IE,Longford,178623,2021-08-09T00:00:00
IE,Sligo,207459,2021-08-09T00:00:00
IE,Roscommon,224369,2021-08-09T00:00:00
IE,Carlow,257566,2021-08-09T00:00:00
IE,Kilkenny,319065,2021-08-09T00:00:00
IE,Laois,327431,2021-08-09T00:00:00
IE,Westmeath,356534,2021-08-09T00:00:00
IE,Offaly,388663,2021-08-09T00:00:00
IE,Kerry,404505,2021-08-09T00:00:00
IE,Wicklow,421593,2021-08-09T00:00:00
IE,Clare,436634,2021-08-09T00:00:00
IE,Monaghan,451853,2021-08-09T00:00:00
IE,Cavan,454345,2021-08-09T00:00:00
IE,Waterford,502494,2021-08-09T00:00:00
IE,Tipperary,529906,2021-08-09T00:00:00
IE,Mayo,575652,2021-08-09T00:00:00
IE,Wexford,637062,2021-08-09T00:00:00
IE,Louth,824585,2021-08-09T00:00:00
IE,Donegal,917412,2021-08-09T00:00:00
IE,Galway,935479,2021-08-09T00:00:00
IE,Meath,961289,2021-08-09T00:00:00
IE,Limerick,1026882,2021-08-09T00:00:00
IE,Kildare,1105469,2021-08-09T00:00:00
IE,Cork,2025373,2021-08-09T00:00:00
IE,Dublin,8059573,2021-08-09T00:00:00
