country,lau,cases,datetime
IE,Leitrim,3221,2021-12-07T00:00:00
IE,Longford,5425,2021-12-07T00:00:00
IE,Sligo,6359,2021-12-07T00:00:00
IE,Roscommon,7042,2021-12-07T00:00:00
IE,Carlow,8040,2021-12-07T00:00:00
IE,Offaly,9104,2021-12-07T00:00:00
IE,Kilkenny,9615,2021-12-07T00:00:00
IE,Laois,9885,2021-12-07T00:00:00
IE,Monaghan,10498,2021-12-07T00:00:00
IE,Westmeath,11199,2021-12-07T00:00:00
IE,Cavan,11357,2021-12-07T00:00:00
IE,Clare,11978,2021-12-07T00:00:00
IE,Wicklow,12810,2021-12-07T00:00:00
IE,Waterford,14907,2021-12-07T00:00:00
IE,Kerry,14984,2021-12-07T00:00:00
IE,Mayo,15077,2021-12-07T00:00:00
IE,Wexford,15372,2021-12-07T00:00:00
IE,Tipperary,16174,2021-12-07T00:00:00
IE,Louth,20821,2021-12-07T00:00:00
IE,Meath,24793,2021-12-07T00:00:00
IE,Limerick,26039,2021-12-07T00:00:00
IE,Donegal,27000,2021-12-07T00:00:00
IE,Kildare,27267,2021-12-07T00:00:00
IE,Galway,27683,2021-12-07T00:00:00
IE,Cork,57209,2021-12-07T00:00:00
IE,Dublin,193277,2021-12-07T00:00:00
