country,lau,cases,datetime
IE,Leitrim,10546,2023-01-31T00:00:00
IE,Longford,15349,2023-01-31T00:00:00
IE,Sligo,21483,2023-01-31T00:00:00
IE,Roscommon,22877,2023-01-31T00:00:00
IE,Monaghan,23299,2023-01-31T00:00:00
IE,Carlow,24113,2023-01-31T00:00:00
IE,Cavan,26923,2023-01-31T00:00:00
IE,Offaly,27818,2023-01-31T00:00:00
IE,Laois,30190,2023-01-31T00:00:00
IE,Kilkenny,32695,2023-01-31T00:00:00
IE,Westmeath,34631,2023-01-31T00:00:00
IE,Clare,40030,2023-01-31T00:00:00
IE,Mayo,41449,2023-01-31T00:00:00
IE,Waterford,42499,2023-01-31T00:00:00
IE,Wicklow,44055,2023-01-31T00:00:00
IE,Kerry,46021,2023-01-31T00:00:00
IE,Wexford,46466,2023-01-31T00:00:00
IE,Louth,54085,2023-01-31T00:00:00
IE,Tipperary,54400,2023-01-31T00:00:00
IE,Donegal,61328,2023-01-31T00:00:00
IE,Meath,70725,2023-01-31T00:00:00
IE,Limerick,73042,2023-01-31T00:00:00
IE,Kildare,84762,2023-01-31T00:00:00
IE,Galway,92110,2023-01-31T00:00:00
IE,Cork,173731,2023-01-31T00:00:00
IE,Dublin,506188,2023-01-31T00:00:00
