country,lau,cases,datetime
IE,Leitrim,51000,2021-07-11T00:00:00
IE,Longford,120420,2021-07-11T00:00:00
IE,Sligo,139860,2021-07-11T00:00:00
IE,Roscommon,151260,2021-07-11T00:00:00
IE,Carlow,173640,2021-07-11T00:00:00
IE,Kilkenny,215100,2021-07-11T00:00:00
IE,Laois,220740,2021-07-11T00:00:00
IE,Westmeath,240360,2021-07-11T00:00:00
IE,Offaly,262020,2021-07-11T00:00:00
IE,Kerry,272700,2021-07-11T00:00:00
IE,Wicklow,284220,2021-07-11T00:00:00
IE,Clare,294360,2021-07-11T00:00:00
IE,Monaghan,304620,2021-07-11T00:00:00
IE,Cavan,306300,2021-07-11T00:00:00
IE,Waterford,338760,2021-07-11T00:00:00
IE,Tipperary,357240,2021-07-11T00:00:00
IE,Mayo,388080,2021-07-11T00:00:00
IE,Wexford,429480,2021-07-11T00:00:00
IE,Louth,555900,2021-07-11T00:00:00
IE,Donegal,618480,2021-07-11T00:00:00
IE,Galway,630660,2021-07-11T00:00:00
IE,Meath,648060,2021-07-11T00:00:00
IE,Limerick,692280,2021-07-11T00:00:00
IE,Kildare,745260,2021-07-11T00:00:00
IE,Cork,1365420,2021-07-11T00:00:00
IE,Dublin,5433420,2021-07-11T00:00:00
