country,lau,cases,datetime
IE,Leitrim,112,2020-09-18T00:00:00
IE,Sligo,162,2020-09-18T00:00:00
IE,Carlow,272,2020-09-18T00:00:00
IE,Waterford,294,2020-09-18T00:00:00
IE,Longford,323,2020-09-18T00:00:00
IE,Wexford,355,2020-09-18T00:00:00
IE,Kerry,362,2020-09-18T00:00:00
IE,Roscommon,383,2020-09-18T00:00:00
IE,Laois,428,2020-09-18T00:00:00
IE,Kilkenny,434,2020-09-18T00:00:00
IE,Clare,510,2020-09-18T00:00:00
IE,Galway,578,2020-09-18T00:00:00
IE,Monaghan,591,2020-09-18T00:00:00
IE,Mayo,614,2020-09-18T00:00:00
IE,Donegal,629,2020-09-18T00:00:00
IE,Offaly,678,2020-09-18T00:00:00
IE,Westmeath,736,2020-09-18T00:00:00
IE,Tipperary,749,2020-09-18T00:00:00
IE,Wicklow,842,2020-09-18T00:00:00
IE,Limerick,892,2020-09-18T00:00:00
IE,Cavan,912,2020-09-18T00:00:00
IE,Louth,949,2020-09-18T00:00:00
IE,Meath,965,2020-09-18T00:00:00
IE,Cork,1712,2020-09-18T00:00:00
IE,Kildare,2412,2020-09-18T00:00:00
IE,Dublin,15124,2020-09-18T00:00:00
