country,lau,cases,datetime
IE,Leitrim,2755,2021-11-18T00:00:00
IE,Longford,4511,2021-11-18T00:00:00
IE,Sligo,5402,2021-11-18T00:00:00
IE,Roscommon,6066,2021-11-18T00:00:00
IE,Carlow,6429,2021-11-18T00:00:00
IE,Kilkenny,7636,2021-11-18T00:00:00
IE,Offaly,7964,2021-11-18T00:00:00
IE,Laois,8389,2021-11-18T00:00:00
IE,Westmeath,8922,2021-11-18T00:00:00
IE,Monaghan,9613,2021-11-18T00:00:00
IE,Clare,10103,2021-11-18T00:00:00
IE,Cavan,10176,2021-11-18T00:00:00
IE,Wicklow,10650,2021-11-18T00:00:00
IE,Waterford,12591,2021-11-18T00:00:00
IE,Kerry,12820,2021-11-18T00:00:00
IE,Wexford,12889,2021-11-18T00:00:00
IE,Tipperary,12903,2021-11-18T00:00:00
IE,Mayo,13113,2021-11-18T00:00:00
IE,Louth,18160,2021-11-18T00:00:00
IE,Meath,21327,2021-11-18T00:00:00
IE,Kildare,22977,2021-11-18T00:00:00
IE,Limerick,23419,2021-11-18T00:00:00
IE,Galway,23676,2021-11-18T00:00:00
IE,Donegal,24610,2021-11-18T00:00:00
IE,Cork,47383,2021-11-18T00:00:00
IE,Dublin,166557,2021-11-18T00:00:00
