country,lau,cases,datetime
IE,Leitrim,10690,2023-08-29T00:00:00
IE,Longford,15533,2023-08-29T00:00:00
IE,Sligo,21786,2023-08-29T00:00:00
IE,Roscommon,23110,2023-08-29T00:00:00
IE,Monaghan,23499,2023-08-29T00:00:00
IE,Carlow,24383,2023-08-29T00:00:00
IE,Cavan,27270,2023-08-29T00:00:00
IE,Offaly,28208,2023-08-29T00:00:00
IE,Laois,30483,2023-08-29T00:00:00
IE,Kilkenny,33267,2023-08-29T00:00:00
IE,Westmeath,35076,2023-08-29T00:00:00
IE,Clare,40414,2023-08-29T00:00:00
IE,Mayo,41936,2023-08-29T00:00:00
IE,Waterford,43175,2023-08-29T00:00:00
IE,Wicklow,44697,2023-08-29T00:00:00
IE,Kerry,46719,2023-08-29T00:00:00
IE,Wexford,47038,2023-08-29T00:00:00
IE,Louth,54676,2023-08-29T00:00:00
IE,Tipperary,55022,2023-08-29T00:00:00
IE,Donegal,62007,2023-08-29T00:00:00
IE,Meath,71315,2023-08-29T00:00:00
IE,Limerick,73940,2023-08-29T00:00:00
IE,Kildare,85226,2023-08-29T00:00:00
IE,Galway,92823,2023-08-29T00:00:00
IE,Cork,175200,2023-08-29T00:00:00
IE,Dublin,510798,2023-08-29T00:00:00
