country,lau,cases,datetime
IE,Leitrim,1897,2020-05-10T00:00:00
IE,Carlow,2788,2020-05-10T00:00:00
IE,Sligo,3218,2020-05-10T00:00:00
IE,Roscommon,3943,2020-05-10T00:00:00
IE,Waterford,4288,2020-05-10T00:00:00
IE,Wexford,4341,2020-05-10T00:00:00
IE,Longford,4377,2020-05-10T00:00:00
IE,Laois,5957,2020-05-10T00:00:00
IE,Clare,6701,2020-05-10T00:00:00
IE,Kilkenny,7416,2020-05-10T00:00:00
IE,Offaly,7887,2020-05-10T00:00:00
IE,Monaghan,9323,2020-05-10T00:00:00
IE,Kerry,9395,2020-05-10T00:00:00
IE,Galway,11042,2020-05-10T00:00:00
IE,Tipperary,12383,2020-05-10T00:00:00
IE,Mayo,12714,2020-05-10T00:00:00
IE,Donegal,13123,2020-05-10T00:00:00
IE,Westmeath,14185,2020-05-10T00:00:00
IE,Limerick,15087,2020-05-10T00:00:00
IE,Cavan,16334,2020-05-10T00:00:00
IE,Louth,16531,2020-05-10T00:00:00
IE,Wicklow,16890,2020-05-10T00:00:00
IE,Meath,18550,2020-05-10T00:00:00
IE,Kildare,30562,2020-05-10T00:00:00
IE,Cork,36555,2020-05-10T00:00:00
IE,Dublin,291441,2020-05-10T00:00:00
