country,lau,cases,datetime
IE,Leitrim,42500,2021-07-01T00:00:00
IE,Longford,100350,2021-07-01T00:00:00
IE,Sligo,116550,2021-07-01T00:00:00
IE,Roscommon,126050,2021-07-01T00:00:00
IE,Carlow,144700,2021-07-01T00:00:00
IE,Kilkenny,179250,2021-07-01T00:00:00
IE,Laois,183950,2021-07-01T00:00:00
IE,Westmeath,200300,2021-07-01T00:00:00
IE,Offaly,218350,2021-07-01T00:00:00
IE,Kerry,227250,2021-07-01T00:00:00
IE,Wicklow,236850,2021-07-01T00:00:00
IE,Clare,245300,2021-07-01T00:00:00
IE,Monaghan,253850,2021-07-01T00:00:00
IE,Cavan,255250,2021-07-01T00:00:00
IE,Waterford,282300,2021-07-01T00:00:00
IE,Tipperary,297700,2021-07-01T00:00:00
IE,Mayo,323400,2021-07-01T00:00:00
IE,Wexford,357900,2021-07-01T00:00:00
IE,Louth,463250,2021-07-01T00:00:00
IE,Donegal,515400,2021-07-01T00:00:00
IE,Galway,525550,2021-07-01T00:00:00
IE,Meath,540050,2021-07-01T00:00:00
IE,Limerick,576900,2021-07-01T00:00:00
IE,Kildare,621050,2021-07-01T00:00:00
IE,Cork,1137850,2021-07-01T00:00:00
IE,Dublin,4527850,2021-07-01T00:00:00
