country,lau,cases,datetime
IE,Leitrim,260,2020-11-18T00:00:00
IE,Carlow,599,2020-11-18T00:00:00
IE,Longford,621,2020-11-18T00:00:00
IE,Sligo,709,2020-11-18T00:00:00
IE,Kilkenny,898,2020-11-18T00:00:00
IE,Roscommon,904,2020-11-18T00:00:00
IE,Laois,936,2020-11-18T00:00:00
IE,Waterford,957,2020-11-18T00:00:00
IE,Offaly,1132,2020-11-18T00:00:00
IE,Wexford,1166,2020-11-18T00:00:00
IE,Monaghan,1190,2020-11-18T00:00:00
IE,Kerry,1278,2020-11-18T00:00:00
IE,Mayo,1342,2020-11-18T00:00:00
IE,Tipperary,1409,2020-11-18T00:00:00
IE,Wicklow,1432,2020-11-18T00:00:00
IE,Clare,1445,2020-11-18T00:00:00
IE,Westmeath,1526,2020-11-18T00:00:00
IE,Louth,1919,2020-11-18T00:00:00
IE,Cavan,2141,2020-11-18T00:00:00
IE,Limerick,2545,2020-11-18T00:00:00
IE,Galway,2551,2020-11-18T00:00:00
IE,Donegal,2642,2020-11-18T00:00:00
IE,Meath,3259,2020-11-18T00:00:00
IE,Kildare,3966,2020-11-18T00:00:00
IE,Cork,6060,2020-11-18T00:00:00
IE,Dublin,25792,2020-11-18T00:00:00
