country,lau,cases,datetime
IE,Leitrim,625,2021-01-29T00:00:00
IE,Longford,1307,2021-01-29T00:00:00
IE,Roscommon,1936,2021-01-29T00:00:00
IE,Sligo,1962,2021-01-29T00:00:00
IE,Carlow,2371,2021-01-29T00:00:00
IE,Laois,2580,2021-01-29T00:00:00
IE,Offaly,2627,2021-01-29T00:00:00
IE,Westmeath,2724,2021-01-29T00:00:00
IE,Kilkenny,3150,2021-01-29T00:00:00
IE,Wicklow,3571,2021-01-29T00:00:00
IE,Kerry,4006,2021-01-29T00:00:00
IE,Clare,4201,2021-01-29T00:00:00
IE,Cavan,4208,2021-01-29T00:00:00
IE,Monaghan,4249,2021-01-29T00:00:00
IE,Tipperary,4269,2021-01-29T00:00:00
IE,Waterford,4419,2021-01-29T00:00:00
IE,Mayo,5205,2021-01-29T00:00:00
IE,Wexford,5732,2021-01-29T00:00:00
IE,Louth,7467,2021-01-29T00:00:00
IE,Galway,7541,2021-01-29T00:00:00
IE,Donegal,7695,2021-01-29T00:00:00
IE,Meath,7781,2021-01-29T00:00:00
IE,Kildare,8488,2021-01-29T00:00:00
IE,Limerick,9285,2021-01-29T00:00:00
IE,Cork,19500,2021-01-29T00:00:00
IE,Dublin,65739,2021-01-29T00:00:00
