country,lau,cases,datetime
IE,Leitrim,85,2020-08-28T00:00:00
IE,Sligo,156,2020-08-28T00:00:00
IE,Waterford,187,2020-08-28T00:00:00
IE,Carlow,239,2020-08-28T00:00:00
IE,Wexford,278,2020-08-28T00:00:00
IE,Longford,292,2020-08-28T00:00:00
IE,Kerry,325,2020-08-28T00:00:00
IE,Roscommon,354,2020-08-28T00:00:00
IE,Laois,382,2020-08-28T00:00:00
IE,Kilkenny,396,2020-08-28T00:00:00
IE,Clare,455,2020-08-28T00:00:00
IE,Galway,513,2020-08-28T00:00:00
IE,Donegal,523,2020-08-28T00:00:00
IE,Monaghan,557,2020-08-28T00:00:00
IE,Mayo,587,2020-08-28T00:00:00
IE,Offaly,621,2020-08-28T00:00:00
IE,Tipperary,682,2020-08-28T00:00:00
IE,Westmeath,688,2020-08-28T00:00:00
IE,Limerick,718,2020-08-28T00:00:00
IE,Wicklow,737,2020-08-28T00:00:00
IE,Louth,823,2020-08-28T00:00:00
IE,Meath,888,2020-08-28T00:00:00
IE,Cavan,890,2020-08-28T00:00:00
IE,Cork,1633,2020-08-28T00:00:00
IE,Kildare,2222,2020-08-28T00:00:00
IE,Dublin,13220,2020-08-28T00:00:00
