country,lau,cases,datetime
IE,Leitrim,2837,2020-05-22T00:00:00
IE,Carlow,4535,2020-05-22T00:00:00
IE,Sligo,4755,2020-05-22T00:00:00
IE,Waterford,6034,2020-05-22T00:00:00
IE,Wexford,6865,2020-05-22T00:00:00
IE,Roscommon,7524,2020-05-22T00:00:00
IE,Longford,7675,2020-05-22T00:00:00
IE,Laois,8980,2020-05-22T00:00:00
IE,Clare,10447,2020-05-22T00:00:00
IE,Kilkenny,10981,2020-05-22T00:00:00
IE,Offaly,13000,2020-05-22T00:00:00
IE,Kerry,13072,2020-05-22T00:00:00
IE,Monaghan,14990,2020-05-22T00:00:00
IE,Galway,16090,2020-05-22T00:00:00
IE,Tipperary,18673,2020-05-22T00:00:00
IE,Donegal,18822,2020-05-22T00:00:00
IE,Mayo,19269,2020-05-22T00:00:00
IE,Westmeath,22012,2020-05-22T00:00:00
IE,Limerick,22270,2020-05-22T00:00:00
IE,Wicklow,24735,2020-05-22T00:00:00
IE,Louth,25410,2020-05-22T00:00:00
IE,Cavan,25705,2020-05-22T00:00:00
IE,Meath,27872,2020-05-22T00:00:00
IE,Kildare,46881,2020-05-22T00:00:00
IE,Cork,52355,2020-05-22T00:00:00
IE,Dublin,429925,2020-05-22T00:00:00
