country,lau,cases,datetime
IE,Leitrim,18600,2021-12-28T00:00:00
IE,Longford,29485,2021-12-28T00:00:00
IE,Sligo,35255,2021-12-28T00:00:00
IE,Roscommon,38785,2021-12-28T00:00:00
IE,Carlow,43890,2021-12-28T00:00:00
IE,Offaly,50925,2021-12-28T00:00:00
IE,Laois,56335,2021-12-28T00:00:00
IE,Monaghan,56600,2021-12-28T00:00:00
IE,Kilkenny,56735,2021-12-28T00:00:00
IE,Cavan,61265,2021-12-28T00:00:00
IE,Westmeath,63660,2021-12-28T00:00:00
IE,Clare,67675,2021-12-28T00:00:00
IE,Wicklow,73790,2021-12-28T00:00:00
IE,Mayo,81490,2021-12-28T00:00:00
IE,Waterford,83250,2021-12-28T00:00:00
IE,Kerry,84745,2021-12-28T00:00:00
IE,Wexford,85250,2021-12-28T00:00:00
IE,Tipperary,93435,2021-12-28T00:00:00
IE,Louth,116715,2021-12-28T00:00:00
IE,Meath,141695,2021-12-28T00:00:00
IE,Limerick,142375,2021-12-28T00:00:00
IE,Donegal,144940,2021-12-28T00:00:00
IE,Galway,155785,2021-12-28T00:00:00
IE,Kildare,158695,2021-12-28T00:00:00
IE,Cork,330765,2021-12-28T00:00:00
IE,Dublin,1111200,2021-12-28T00:00:00
