country,lau,cases,datetime
IE,Leitrim,742,2021-03-07T00:00:00
IE,Longford,1638,2021-03-07T00:00:00
IE,Roscommon,2147,2021-03-07T00:00:00
IE,Sligo,2202,2021-03-07T00:00:00
IE,Carlow,2611,2021-03-07T00:00:00
IE,Laois,3203,2021-03-07T00:00:00
IE,Westmeath,3331,2021-03-07T00:00:00
IE,Offaly,3331,2021-03-07T00:00:00
IE,Kilkenny,3424,2021-03-07T00:00:00
IE,Wicklow,4100,2021-03-07T00:00:00
IE,Kerry,4321,2021-03-07T00:00:00
IE,Cavan,4346,2021-03-07T00:00:00
IE,Clare,4646,2021-03-07T00:00:00
IE,Monaghan,4820,2021-03-07T00:00:00
IE,Tipperary,5014,2021-03-07T00:00:00
IE,Waterford,5203,2021-03-07T00:00:00
IE,Mayo,6009,2021-03-07T00:00:00
IE,Wexford,6569,2021-03-07T00:00:00
IE,Louth,8481,2021-03-07T00:00:00
IE,Donegal,8510,2021-03-07T00:00:00
IE,Meath,9166,2021-03-07T00:00:00
IE,Galway,9372,2021-03-07T00:00:00
IE,Kildare,9969,2021-03-07T00:00:00
IE,Limerick,10581,2021-03-07T00:00:00
IE,Cork,21308,2021-03-07T00:00:00
IE,Dublin,77310,2021-03-07T00:00:00
