country,lau,cases,datetime
IE,Leitrim,7884,2022-03-02T00:00:00
IE,Longford,11870,2022-03-02T00:00:00
IE,Sligo,15191,2022-03-02T00:00:00
IE,Roscommon,17764,2022-03-02T00:00:00
IE,Carlow,18526,2022-03-02T00:00:00
IE,Monaghan,19729,2022-03-02T00:00:00
IE,Offaly,19946,2022-03-02T00:00:00
IE,Cavan,21528,2022-03-02T00:00:00
IE,Laois,21816,2022-03-02T00:00:00
IE,Kilkenny,23917,2022-03-02T00:00:00
IE,Westmeath,28363,2022-03-02T00:00:00
IE,Kerry,31137,2022-03-02T00:00:00
IE,Waterford,31477,2022-03-02T00:00:00
IE,Mayo,32164,2022-03-02T00:00:00
IE,Wicklow,32227,2022-03-02T00:00:00
IE,Clare,33597,2022-03-02T00:00:00
IE,Wexford,34509,2022-03-02T00:00:00
IE,Tipperary,39099,2022-03-02T00:00:00
IE,Louth,43972,2022-03-02T00:00:00
IE,Donegal,49939,2022-03-02T00:00:00
IE,Meath,54638,2022-03-02T00:00:00
IE,Limerick,54849,2022-03-02T00:00:00
IE,Kildare,64882,2022-03-02T00:00:00
IE,Galway,69763,2022-03-02T00:00:00
IE,Cork,129746,2022-03-02T00:00:00
IE,Dublin,398529,2022-03-02T00:00:00
