country,lau,cases,datetime
IE,Leitrim,265,2020-12-02T00:00:00
IE,Carlow,644,2020-12-02T00:00:00
IE,Longford,657,2020-12-02T00:00:00
IE,Sligo,745,2020-12-02T00:00:00
IE,Roscommon,945,2020-12-02T00:00:00
IE,Laois,983,2020-12-02T00:00:00
IE,Waterford,1044,2020-12-02T00:00:00
IE,Kilkenny,1045,2020-12-02T00:00:00
IE,Offaly,1167,2020-12-02T00:00:00
IE,Wexford,1208,2020-12-02T00:00:00
IE,Monaghan,1253,2020-12-02T00:00:00
IE,Kerry,1341,2020-12-02T00:00:00
IE,Mayo,1453,2020-12-02T00:00:00
IE,Clare,1508,2020-12-02T00:00:00
IE,Tipperary,1535,2020-12-02T00:00:00
IE,Westmeath,1551,2020-12-02T00:00:00
IE,Wicklow,1562,2020-12-02T00:00:00
IE,Louth,2153,2020-12-02T00:00:00
IE,Cavan,2192,2020-12-02T00:00:00
IE,Galway,2681,2020-12-02T00:00:00
IE,Limerick,2806,2020-12-02T00:00:00
IE,Donegal,2978,2020-12-02T00:00:00
IE,Meath,3416,2020-12-02T00:00:00
IE,Kildare,4102,2020-12-02T00:00:00
IE,Cork,6400,2020-12-02T00:00:00
IE,Dublin,27162,2020-12-02T00:00:00
