country,lau,cases,datetime
IE,Leitrim,122,2020-10-07T00:00:00
IE,Sligo,218,2020-10-07T00:00:00
IE,Carlow,301,2020-10-07T00:00:00
IE,Waterford,361,2020-10-07T00:00:00
IE,Longford,387,2020-10-07T00:00:00
IE,Wexford,446,2020-10-07T00:00:00
IE,Kerry,463,2020-10-07T00:00:00
IE,Kilkenny,486,2020-10-07T00:00:00
IE,Roscommon,500,2020-10-07T00:00:00
IE,Laois,509,2020-10-07T00:00:00
IE,Mayo,675,2020-10-07T00:00:00
IE,Clare,707,2020-10-07T00:00:00
IE,Monaghan,745,2020-10-07T00:00:00
IE,Offaly,778,2020-10-07T00:00:00
IE,Westmeath,815,2020-10-07T00:00:00
IE,Tipperary,844,2020-10-07T00:00:00
IE,Galway,866,2020-10-07T00:00:00
IE,Wicklow,980,2020-10-07T00:00:00
IE,Cavan,1021,2020-10-07T00:00:00
IE,Limerick,1097,2020-10-07T00:00:00
IE,Louth,1101,2020-10-07T00:00:00
IE,Meath,1169,2020-10-07T00:00:00
IE,Donegal,1186,2020-10-07T00:00:00
IE,Cork,2444,2020-10-07T00:00:00
IE,Kildare,2691,2020-10-07T00:00:00
IE,Dublin,18061,2020-10-07T00:00:00
