country,lau,cases,datetime
IE,Leitrim,10656,2023-07-04T00:00:00
IE,Longford,15517,2023-07-04T00:00:00
IE,Sligo,21698,2023-07-04T00:00:00
IE,Roscommon,23046,2023-07-04T00:00:00
IE,Monaghan,23442,2023-07-04T00:00:00
IE,Carlow,24321,2023-07-04T00:00:00
IE,Cavan,27157,2023-07-04T00:00:00
IE,Offaly,28110,2023-07-04T00:00:00
IE,Laois,30418,2023-07-04T00:00:00
IE,Kilkenny,33106,2023-07-04T00:00:00
IE,Westmeath,34922,2023-07-04T00:00:00
IE,Clare,40318,2023-07-04T00:00:00
IE,Mayo,41762,2023-07-04T00:00:00
IE,Waterford,42948,2023-07-04T00:00:00
IE,Wicklow,44482,2023-07-04T00:00:00
IE,Kerry,46489,2023-07-04T00:00:00
IE,Wexford,46904,2023-07-04T00:00:00
IE,Louth,54566,2023-07-04T00:00:00
IE,Tipperary,54869,2023-07-04T00:00:00
IE,Donegal,61784,2023-07-04T00:00:00
IE,Meath,71173,2023-07-04T00:00:00
IE,Limerick,73633,2023-07-04T00:00:00
IE,Kildare,85267,2023-07-04T00:00:00
IE,Galway,92593,2023-07-04T00:00:00
IE,Cork,174850,2023-07-04T00:00:00
IE,Dublin,509878,2023-07-04T00:00:00
