country,lau,cases,datetime
IE,Leitrim,118,2020-10-03T00:00:00
IE,Sligo,183,2020-10-03T00:00:00
IE,Carlow,292,2020-10-03T00:00:00
IE,Waterford,345,2020-10-03T00:00:00
IE,Longford,372,2020-10-03T00:00:00
IE,Kerry,405,2020-10-03T00:00:00
IE,Wexford,410,2020-10-03T00:00:00
IE,Laois,465,2020-10-03T00:00:00
IE,Roscommon,470,2020-10-03T00:00:00
IE,Kilkenny,472,2020-10-03T00:00:00
IE,Clare,609,2020-10-03T00:00:00
IE,Mayo,654,2020-10-03T00:00:00
IE,Monaghan,697,2020-10-03T00:00:00
IE,Offaly,739,2020-10-03T00:00:00
IE,Westmeath,791,2020-10-03T00:00:00
IE,Galway,796,2020-10-03T00:00:00
IE,Tipperary,806,2020-10-03T00:00:00
IE,Wicklow,952,2020-10-03T00:00:00
IE,Cavan,972,2020-10-03T00:00:00
IE,Limerick,983,2020-10-03T00:00:00
IE,Donegal,1013,2020-10-03T00:00:00
IE,Louth,1054,2020-10-03T00:00:00
IE,Meath,1097,2020-10-03T00:00:00
IE,Cork,2253,2020-10-03T00:00:00
IE,Kildare,2613,2020-10-03T00:00:00
IE,Dublin,17496,2020-10-03T00:00:00
