country,lau,cases,datetime
IE,Leitrim,1598,2021-09-15T00:00:00
IE,Longford,2889,2021-09-15T00:00:00
IE,Sligo,3712,2021-09-15T00:00:00
IE,Carlow,4166,2021-09-15T00:00:00
IE,Roscommon,4384,2021-09-15T00:00:00
IE,Kilkenny,4950,2021-09-15T00:00:00
IE,Laois,5552,2021-09-15T00:00:00
IE,Offaly,6119,2021-09-15T00:00:00
IE,Westmeath,6177,2021-09-15T00:00:00
IE,Clare,6717,2021-09-15T00:00:00
IE,Wicklow,7140,2021-09-15T00:00:00
IE,Kerry,7605,2021-09-15T00:00:00
IE,Waterford,7623,2021-09-15T00:00:00
IE,Cavan,7753,2021-09-15T00:00:00
IE,Monaghan,7832,2021-09-15T00:00:00
IE,Tipperary,8722,2021-09-15T00:00:00
IE,Wexford,9467,2021-09-15T00:00:00
IE,Mayo,9868,2021-09-15T00:00:00
IE,Louth,13416,2021-09-15T00:00:00
IE,Meath,14933,2021-09-15T00:00:00
IE,Kildare,16723,2021-09-15T00:00:00
IE,Galway,16843,2021-09-15T00:00:00
IE,Limerick,17393,2021-09-15T00:00:00
IE,Donegal,18979,2021-09-15T00:00:00
IE,Cork,31743,2021-09-15T00:00:00
IE,Dublin,126405,2021-09-15T00:00:00
