country,lau,cases,datetime
IE,Leitrim,87,2020-09-05T00:00:00
IE,Sligo,157,2020-09-05T00:00:00
IE,Waterford,204,2020-09-05T00:00:00
IE,Carlow,253,2020-09-05T00:00:00
IE,Longford,303,2020-09-05T00:00:00
IE,Wexford,305,2020-09-05T00:00:00
IE,Kerry,338,2020-09-05T00:00:00
IE,Roscommon,364,2020-09-05T00:00:00
IE,Laois,390,2020-09-05T00:00:00
IE,Kilkenny,413,2020-09-05T00:00:00
IE,Clare,477,2020-09-05T00:00:00
IE,Galway,518,2020-09-05T00:00:00
IE,Donegal,540,2020-09-05T00:00:00
IE,Monaghan,575,2020-09-05T00:00:00
IE,Mayo,589,2020-09-05T00:00:00
IE,Offaly,633,2020-09-05T00:00:00
IE,Westmeath,694,2020-09-05T00:00:00
IE,Tipperary,724,2020-09-05T00:00:00
IE,Wicklow,749,2020-09-05T00:00:00
IE,Limerick,791,2020-09-05T00:00:00
IE,Louth,838,2020-09-05T00:00:00
IE,Cavan,895,2020-09-05T00:00:00
IE,Meath,913,2020-09-05T00:00:00
IE,Cork,1649,2020-09-05T00:00:00
IE,Kildare,2293,2020-09-05T00:00:00
IE,Dublin,13611,2020-09-05T00:00:00
