country,lau,cases,datetime
IE,Leitrim,350,2021-01-03T00:00:00
IE,Longford,829,2021-01-03T00:00:00
IE,Carlow,948,2021-01-03T00:00:00
IE,Sligo,1148,2021-01-03T00:00:00
IE,Roscommon,1199,2021-01-03T00:00:00
IE,Offaly,1451,2021-01-03T00:00:00
IE,Waterford,1456,2021-01-03T00:00:00
IE,Laois,1459,2021-01-03T00:00:00
IE,Kilkenny,1698,2021-01-03T00:00:00
IE,Westmeath,1785,2021-01-03T00:00:00
IE,Monaghan,1846,2021-01-03T00:00:00
IE,Clare,1897,2021-01-03T00:00:00
IE,Tipperary,1951,2021-01-03T00:00:00
IE,Wicklow,1952,2021-01-03T00:00:00
IE,Kerry,2046,2021-01-03T00:00:00
IE,Wexford,2057,2021-01-03T00:00:00
IE,Mayo,2294,2021-01-03T00:00:00
IE,Cavan,2688,2021-01-03T00:00:00
IE,Louth,3426,2021-01-03T00:00:00
IE,Galway,3674,2021-01-03T00:00:00
IE,Limerick,4288,2021-01-03T00:00:00
IE,Meath,4332,2021-01-03T00:00:00
IE,Donegal,4663,2021-01-03T00:00:00
IE,Kildare,4837,2021-01-03T00:00:00
IE,Cork,8594,2021-01-03T00:00:00
IE,Dublin,34057,2021-01-03T00:00:00
