country,lau,cases,datetime
IE,Leitrim,94350,2021-08-31T00:00:00
IE,Longford,222777,2021-08-31T00:00:00
IE,Sligo,258741,2021-08-31T00:00:00
IE,Roscommon,279831,2021-08-31T00:00:00
IE,Carlow,321234,2021-08-31T00:00:00
IE,Kilkenny,397935,2021-08-31T00:00:00
IE,Laois,408369,2021-08-31T00:00:00
IE,Westmeath,444666,2021-08-31T00:00:00
IE,Offaly,484737,2021-08-31T00:00:00
IE,Kerry,504495,2021-08-31T00:00:00
IE,Wicklow,525807,2021-08-31T00:00:00
IE,Clare,544566,2021-08-31T00:00:00
IE,Monaghan,563547,2021-08-31T00:00:00
IE,Cavan,566655,2021-08-31T00:00:00
IE,Waterford,626706,2021-08-31T00:00:00
IE,Tipperary,660894,2021-08-31T00:00:00
IE,Mayo,717948,2021-08-31T00:00:00
IE,Wexford,794538,2021-08-31T00:00:00
IE,Louth,1028415,2021-08-31T00:00:00
IE,Donegal,1144188,2021-08-31T00:00:00
IE,Galway,1166721,2021-08-31T00:00:00
IE,Meath,1198911,2021-08-31T00:00:00
IE,Limerick,1280718,2021-08-31T00:00:00
IE,Kildare,1378731,2021-08-31T00:00:00
IE,Cork,2526027,2021-08-31T00:00:00
IE,Dublin,10051827,2021-08-31T00:00:00
