country,lau,cases,datetime
IE,Leitrim,106,2020-09-14T00:00:00
IE,Sligo,159,2020-09-14T00:00:00
IE,Waterford,253,2020-09-14T00:00:00
IE,Carlow,258,2020-09-14T00:00:00
IE,Longford,319,2020-09-14T00:00:00
IE,Wexford,335,2020-09-14T00:00:00
IE,Kerry,349,2020-09-14T00:00:00
IE,Roscommon,374,2020-09-14T00:00:00
IE,Laois,416,2020-09-14T00:00:00
IE,Kilkenny,428,2020-09-14T00:00:00
IE,Clare,502,2020-09-14T00:00:00
IE,Galway,562,2020-09-14T00:00:00
IE,Donegal,579,2020-09-14T00:00:00
IE,Monaghan,586,2020-09-14T00:00:00
IE,Mayo,602,2020-09-14T00:00:00
IE,Offaly,668,2020-09-14T00:00:00
IE,Westmeath,719,2020-09-14T00:00:00
IE,Tipperary,741,2020-09-14T00:00:00
IE,Wicklow,803,2020-09-14T00:00:00
IE,Limerick,866,2020-09-14T00:00:00
IE,Louth,893,2020-09-14T00:00:00
IE,Cavan,904,2020-09-14T00:00:00
IE,Meath,948,2020-09-14T00:00:00
IE,Cork,1683,2020-09-14T00:00:00
IE,Kildare,2375,2020-09-14T00:00:00
IE,Dublin,14556,2020-09-14T00:00:00
