country,lau,cases,datetime
IE,Leitrim,7729,2022-02-24T00:00:00
IE,Longford,11718,2022-02-24T00:00:00
IE,Sligo,14784,2022-02-24T00:00:00
IE,Roscommon,17222,2022-02-24T00:00:00
IE,Carlow,18246,2022-02-24T00:00:00
IE,Monaghan,19334,2022-02-24T00:00:00
IE,Offaly,19708,2022-02-24T00:00:00
IE,Cavan,21184,2022-02-24T00:00:00
IE,Laois,21529,2022-02-24T00:00:00
IE,Kilkenny,23590,2022-02-24T00:00:00
IE,Westmeath,28208,2022-02-24T00:00:00
IE,Kerry,30770,2022-02-24T00:00:00
IE,Waterford,31018,2022-02-24T00:00:00
IE,Mayo,31565,2022-02-24T00:00:00
IE,Wicklow,31616,2022-02-24T00:00:00
IE,Clare,33190,2022-02-24T00:00:00
IE,Wexford,34075,2022-02-24T00:00:00
IE,Tipperary,38557,2022-02-24T00:00:00
IE,Louth,43325,2022-02-24T00:00:00
IE,Donegal,48995,2022-02-24T00:00:00
IE,Meath,53773,2022-02-24T00:00:00
IE,Limerick,54005,2022-02-24T00:00:00
IE,Kildare,63925,2022-02-24T00:00:00
IE,Galway,68585,2022-02-24T00:00:00
IE,Cork,127837,2022-02-24T00:00:00
IE,Dublin,393420,2022-02-24T00:00:00
