country,lau,cases,datetime
IE,Leitrim,171120,2022-02-07T00:00:00
IE,Longford,271262,2022-02-07T00:00:00
IE,Sligo,324346,2022-02-07T00:00:00
IE,Roscommon,356822,2022-02-07T00:00:00
IE,Carlow,403788,2022-02-07T00:00:00
IE,Offaly,468510,2022-02-07T00:00:00
IE,Laois,518282,2022-02-07T00:00:00
IE,Monaghan,520720,2022-02-07T00:00:00
IE,Kilkenny,521962,2022-02-07T00:00:00
IE,Cavan,563638,2022-02-07T00:00:00
IE,Westmeath,585672,2022-02-07T00:00:00
IE,Clare,622610,2022-02-07T00:00:00
IE,Wicklow,678868,2022-02-07T00:00:00
IE,Mayo,749708,2022-02-07T00:00:00
IE,Waterford,765900,2022-02-07T00:00:00
IE,Kerry,779654,2022-02-07T00:00:00
IE,Wexford,784300,2022-02-07T00:00:00
IE,Tipperary,859602,2022-02-07T00:00:00
IE,Louth,1073778,2022-02-07T00:00:00
IE,Meath,1303594,2022-02-07T00:00:00
IE,Limerick,1309850,2022-02-07T00:00:00
IE,Donegal,1333448,2022-02-07T00:00:00
IE,Galway,1433222,2022-02-07T00:00:00
IE,Kildare,1459994,2022-02-07T00:00:00
IE,Cork,3043038,2022-02-07T00:00:00
IE,Dublin,10223040,2022-02-07T00:00:00
