country,lau,cases,datetime
IE,Leitrim,182280,2022-02-10T00:00:00
IE,Longford,288953,2022-02-10T00:00:00
IE,Sligo,345499,2022-02-10T00:00:00
IE,Roscommon,380093,2022-02-10T00:00:00
IE,Carlow,430122,2022-02-10T00:00:00
IE,Offaly,499065,2022-02-10T00:00:00
IE,Laois,552083,2022-02-10T00:00:00
IE,Monaghan,554680,2022-02-10T00:00:00
IE,Kilkenny,556003,2022-02-10T00:00:00
IE,Cavan,600397,2022-02-10T00:00:00
IE,Westmeath,623868,2022-02-10T00:00:00
IE,Clare,663215,2022-02-10T00:00:00
IE,Wicklow,723142,2022-02-10T00:00:00
IE,Mayo,798602,2022-02-10T00:00:00
IE,Waterford,815850,2022-02-10T00:00:00
IE,Kerry,830501,2022-02-10T00:00:00
IE,Wexford,835450,2022-02-10T00:00:00
IE,Tipperary,915663,2022-02-10T00:00:00
IE,Louth,1143807,2022-02-10T00:00:00
IE,Meath,1388611,2022-02-10T00:00:00
IE,Limerick,1395275,2022-02-10T00:00:00
IE,Donegal,1420412,2022-02-10T00:00:00
IE,Galway,1526693,2022-02-10T00:00:00
IE,Kildare,1555211,2022-02-10T00:00:00
IE,Cork,3241497,2022-02-10T00:00:00
IE,Dublin,10889760,2022-02-10T00:00:00
