country,lau,cases,datetime
IE,Leitrim,1699,2020-05-07T00:00:00
IE,Carlow,2380,2020-05-07T00:00:00
IE,Sligo,2870,2020-05-07T00:00:00
IE,Roscommon,3246,2020-05-07T00:00:00
IE,Longford,3589,2020-05-07T00:00:00
IE,Wexford,3758,2020-05-07T00:00:00
IE,Waterford,3862,2020-05-07T00:00:00
IE,Laois,5221,2020-05-07T00:00:00
IE,Clare,5796,2020-05-07T00:00:00
IE,Kilkenny,6603,2020-05-07T00:00:00
IE,Offaly,6843,2020-05-07T00:00:00
IE,Monaghan,7986,2020-05-07T00:00:00
IE,Kerry,8486,2020-05-07T00:00:00
IE,Galway,9891,2020-05-07T00:00:00
IE,Tipperary,10839,2020-05-07T00:00:00
IE,Mayo,11152,2020-05-07T00:00:00
IE,Donegal,11716,2020-05-07T00:00:00
IE,Westmeath,12271,2020-05-07T00:00:00
IE,Limerick,13379,2020-05-07T00:00:00
IE,Cavan,14104,2020-05-07T00:00:00
IE,Louth,14392,2020-05-07T00:00:00
IE,Wicklow,14974,2020-05-07T00:00:00
IE,Meath,16311,2020-05-07T00:00:00
IE,Kildare,26609,2020-05-07T00:00:00
IE,Cork,32944,2020-05-07T00:00:00
IE,Dublin,258540,2020-05-07T00:00:00
