country,lau,cases,datetime
IE,Leitrim,83,2020-07-23T00:00:00
IE,Sligo,148,2020-07-23T00:00:00
IE,Waterford,166,2020-07-23T00:00:00
IE,Carlow,179,2020-07-23T00:00:00
IE,Wexford,223,2020-07-23T00:00:00
IE,Laois,267,2020-07-23T00:00:00
IE,Longford,287,2020-07-23T00:00:00
IE,Kerry,316,2020-07-23T00:00:00
IE,Roscommon,346,2020-07-23T00:00:00
IE,Kilkenny,356,2020-07-23T00:00:00
IE,Clare,369,2020-07-23T00:00:00
IE,Donegal,472,2020-07-23T00:00:00
IE,Offaly,487,2020-07-23T00:00:00
IE,Galway,492,2020-07-23T00:00:00
IE,Monaghan,541,2020-07-23T00:00:00
IE,Tipperary,543,2020-07-23T00:00:00
IE,Mayo,574,2020-07-23T00:00:00
IE,Limerick,591,2020-07-23T00:00:00
IE,Westmeath,677,2020-07-23T00:00:00
IE,Wicklow,712,2020-07-23T00:00:00
IE,Louth,791,2020-07-23T00:00:00
IE,Meath,823,2020-07-23T00:00:00
IE,Cavan,867,2020-07-23T00:00:00
IE,Kildare,1526,2020-07-23T00:00:00
IE,Cork,1561,2020-07-23T00:00:00
IE,Dublin,12422,2020-07-23T00:00:00
