country,lau,cases,datetime
IE,Leitrim,9077,2022-03-31T00:00:00
IE,Longford,13362,2022-03-31T00:00:00
IE,Sligo,18163,2022-03-31T00:00:00
IE,Roscommon,19795,2022-03-31T00:00:00
IE,Carlow,20689,2022-03-31T00:00:00
IE,Monaghan,21328,2022-03-31T00:00:00
IE,Offaly,22620,2022-03-31T00:00:00
IE,Cavan,23751,2022-03-31T00:00:00
IE,Laois,24914,2022-03-31T00:00:00
IE,Kilkenny,26891,2022-03-31T00:00:00
IE,Westmeath,31607,2022-03-31T00:00:00
IE,Waterford,35556,2022-03-31T00:00:00
IE,Kerry,35661,2022-03-31T00:00:00
IE,Mayo,36505,2022-03-31T00:00:00
IE,Wicklow,37405,2022-03-31T00:00:00
IE,Clare,37435,2022-03-31T00:00:00
IE,Wexford,39189,2022-03-31T00:00:00
IE,Tipperary,44347,2022-03-31T00:00:00
IE,Louth,48126,2022-03-31T00:00:00
IE,Donegal,54352,2022-03-31T00:00:00
IE,Meath,60303,2022-03-31T00:00:00
IE,Limerick,61368,2022-03-31T00:00:00
IE,Kildare,72834,2022-03-31T00:00:00
IE,Galway,79062,2022-03-31T00:00:00
IE,Cork,146911,2022-03-31T00:00:00
IE,Dublin,438174,2022-03-31T00:00:00
