country,lau,cases,datetime
IE,Leitrim,83,2020-07-27T00:00:00
IE,Sligo,148,2020-07-27T00:00:00
IE,Waterford,166,2020-07-27T00:00:00
IE,Carlow,179,2020-07-27T00:00:00
IE,Wexford,223,2020-07-27T00:00:00
IE,Laois,268,2020-07-27T00:00:00
IE,Longford,288,2020-07-27T00:00:00
IE,Kerry,317,2020-07-27T00:00:00
IE,Roscommon,346,2020-07-27T00:00:00
IE,Kilkenny,356,2020-07-27T00:00:00
IE,Clare,372,2020-07-27T00:00:00
IE,Donegal,472,2020-07-27T00:00:00
IE,Offaly,487,2020-07-27T00:00:00
IE,Galway,493,2020-07-27T00:00:00
IE,Monaghan,541,2020-07-27T00:00:00
IE,Tipperary,544,2020-07-27T00:00:00
IE,Mayo,576,2020-07-27T00:00:00
IE,Limerick,591,2020-07-27T00:00:00
IE,Westmeath,677,2020-07-27T00:00:00
IE,Wicklow,713,2020-07-27T00:00:00
IE,Louth,792,2020-07-27T00:00:00
IE,Meath,826,2020-07-27T00:00:00
IE,Cavan,867,2020-07-27T00:00:00
IE,Kildare,1535,2020-07-27T00:00:00
IE,Cork,1562,2020-07-27T00:00:00
IE,Dublin,12459,2020-07-27T00:00:00
