country,lau,cases,datetime
IE,Leitrim,54400,2021-07-15T00:00:00
IE,Longford,128448,2021-07-15T00:00:00
IE,Sligo,149184,2021-07-15T00:00:00
IE,Roscommon,161344,2021-07-15T00:00:00
IE,Carlow,185216,2021-07-15T00:00:00
IE,Kilkenny,229440,2021-07-15T00:00:00
IE,Laois,235456,2021-07-15T00:00:00
IE,Westmeath,256384,2021-07-15T00:00:00
IE,Offaly,279488,2021-07-15T00:00:00
IE,Kerry,290880,2021-07-15T00:00:00
IE,Wicklow,303168,2021-07-15T00:00:00
IE,Clare,313984,2021-07-15T00:00:00
IE,Monaghan,324928,2021-07-15T00:00:00
IE,Cavan,326720,2021-07-15T00:00:00
IE,Waterford,361344,2021-07-15T00:00:00
IE,Tipperary,381056,2021-07-15T00:00:00
IE,Mayo,413952,2021-07-15T00:00:00
IE,Wexford,458112,2021-07-15T00:00:00
IE,Louth,592960,2021-07-15T00:00:00
IE,Donegal,659712,2021-07-15T00:00:00
IE,Galway,672704,2021-07-15T00:00:00
IE,Meath,691264,2021-07-15T00:00:00
IE,Limerick,738432,2021-07-15T00:00:00
IE,Kildare,794944,2021-07-15T00:00:00
IE,Cork,1456448,2021-07-15T00:00:00
IE,Dublin,5795648,2021-07-15T00:00:00
