country,lau,cases,datetime
IE,Leitrim,8043,2022-03-07T00:00:00
IE,Longford,12041,2022-03-07T00:00:00
IE,Sligo,15620,2022-03-07T00:00:00
IE,Roscommon,17991,2022-03-07T00:00:00
IE,Carlow,18768,2022-03-07T00:00:00
IE,Monaghan,19971,2022-03-07T00:00:00
IE,Offaly,20133,2022-03-07T00:00:00
IE,Cavan,21726,2022-03-07T00:00:00
IE,Laois,22126,2022-03-07T00:00:00
IE,Kilkenny,24129,2022-03-07T00:00:00
IE,Westmeath,28669,2022-03-07T00:00:00
IE,Kerry,31425,2022-03-07T00:00:00
IE,Waterford,31840,2022-03-07T00:00:00
IE,Mayo,32668,2022-03-07T00:00:00
IE,Wicklow,32759,2022-03-07T00:00:00
IE,Clare,33945,2022-03-07T00:00:00
IE,Wexford,34959,2022-03-07T00:00:00
IE,Tipperary,39557,2022-03-07T00:00:00
IE,Louth,44519,2022-03-07T00:00:00
IE,Donegal,50462,2022-03-07T00:00:00
IE,Meath,55258,2022-03-07T00:00:00
IE,Limerick,55304,2022-03-07T00:00:00
IE,Kildare,65714,2022-03-07T00:00:00
IE,Galway,70717,2022-03-07T00:00:00
IE,Cork,131238,2022-03-07T00:00:00
IE,Dublin,403009,2022-03-07T00:00:00
