country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,1664,2787.92358398438,19,15,2020-12-09T00:00:00
SE,Blekinge,2766,1733.017578125,25,14,2020-12-09T00:00:00
SE,Jämtland Härjedalen,3331,2546.44140625,69,32,2020-12-09T00:00:00
SE,Kalmar,4069,1657.79846191406,84,41,2020-12-09T00:00:00
SE,Värmland,4269,1511.61059570313,97,46,2020-12-09T00:00:00
SE,Västerbotten,5586,2055.67163085938,60,49,2020-12-09T00:00:00
SE,Kronoberg,6033,2994.50537109375,156,41,2020-12-09T00:00:00
SE,Norrbotten,6061,2423.49853515625,117,89,2020-12-09T00:00:00
SE,Västernorrland,6792,2768.32397460938,166,71,2020-12-09T00:00:00
SE,Sörmland,6912,2323.04907226563,286,170,2020-12-09T00:00:00
SE,Dalarna,7581,2632.6025390625,201,81,2020-12-09T00:00:00
SE,Halland,8114,2430.44750976563,116,57,2020-12-09T00:00:00
SE,Gävleborg,9564,3327.974609375,224,100,2020-12-09T00:00:00
SE,Östergötland,10452,2245.35180664063,318,148,2020-12-09T00:00:00
SE,Västmanland,10564,3829.68701171875,210,73,2020-12-09T00:00:00
SE,Örebro,10960,3595.74145507813,199,104,2020-12-09T00:00:00
SE,Jönköping,13408,3687.57885742188,258,147,2020-12-09T00:00:00
SE,Uppsala,13560,3533.89111328125,323,203,2020-12-09T00:00:00
SE,Skåne,39287,2851.3740234375,496,217,2020-12-09T00:00:00
SE,Västra Götaland,50353,2917.5244140625,1066,597,2020-12-09T00:00:00
SE,Stockholm,91402,3845.13623046875,2864,1215,2020-12-09T00:00:00
