country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,2483,4160.1044921875,37,23,2021-01-13T00:00:00
SE,Jämtland Härjedalen,5289,4043.26879882813,99,43,2021-01-13T00:00:00
SE,Blekinge,6476,4057.49145507813,66,28,2021-01-13T00:00:00
SE,Värmland,7022,2486.42065429688,138,58,2021-01-13T00:00:00
SE,Kalmar,8496,3461.45385742188,131,55,2021-01-13T00:00:00
SE,Norrbotten,8901,3559.07592773438,150,100,2021-01-13T00:00:00
SE,Västerbotten,9478,3487.94409179688,101,65,2021-01-13T00:00:00
SE,Sörmland,10651,3579.68676757813,344,208,2021-01-13T00:00:00
SE,Kronoberg,10675,5298.58203125,233,66,2021-01-13T00:00:00
SE,Västernorrland,11845,4827.85595703125,289,99,2021-01-13T00:00:00
SE,Dalarna,12259,4257.099609375,274,93,2021-01-13T00:00:00
SE,Örebro,15075,4945.78515625,238,127,2021-01-13T00:00:00
SE,Västmanland,15623,5663.68798828125,285,85,2021-01-13T00:00:00
SE,Halland,16246,4866.28662109375,165,86,2021-01-13T00:00:00
SE,Gävleborg,17113,5954.7919921875,430,141,2021-01-13T00:00:00
SE,Östergötland,17167,3687.90209960938,423,192,2021-01-13T00:00:00
SE,Jönköping,20028,5508.26611328125,395,195,2021-01-13T00:00:00
SE,Uppsala,20084,5234.1201171875,416,233,2021-01-13T00:00:00
SE,Skåne,86626,6287.146484375,942,360,2021-01-13T00:00:00
SE,Västra Götaland,87258,5055.8525390625,1560,799,2021-01-13T00:00:00
SE,Stockholm,129988,5468.3876953125,3469,1435,2021-01-13T00:00:00
