country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,131,219.481948852539,6,5,2020-06-22T00:00:00
SE,Blekinge,414,259.388732910156,10,7,2020-06-22T00:00:00
SE,Kalmar,542,220.822509765625,47,28,2020-06-22T00:00:00
SE,Västerbotten,631,232.210678100586,30,31,2020-06-22T00:00:00
SE,Värmland,842,298.143859863281,61,29,2020-06-22T00:00:00
SE,Norrbotten,919,367.463317871094,60,46,2020-06-22T00:00:00
SE,Jämtland Härjedalen,977,746.884765625,44,16,2020-06-22T00:00:00
SE,Kronoberg,1033,512.733947753906,87,21,2020-06-22T00:00:00
SE,Västernorrland,1166,475.245269775391,103,47,2020-06-22T00:00:00
SE,Halland,1190,356.449645996094,63,34,2020-06-22T00:00:00
SE,Dalarna,1457,505.962524414063,156,63,2020-06-22T00:00:00
SE,Sörmland,1884,633.192199707031,237,129,2020-06-22T00:00:00
SE,Västmanland,1957,709.456420898438,158,50,2020-06-22T00:00:00
SE,Gävleborg,2007,698.373596191406,122,65,2020-06-22T00:00:00
SE,Örebro,2214,726.366027832031,158,79,2020-06-22T00:00:00
SE,Skåne,2707,196.468780517578,224,106,2020-06-22T00:00:00
SE,Östergötland,2749,590.554138183594,219,105,2020-06-22T00:00:00
SE,Uppsala,2798,729.190856933594,205,147,2020-06-22T00:00:00
SE,Jönköping,3176,873.48974609375,162,84,2020-06-22T00:00:00
SE,Västra Götaland,12853,744.721130371094,698,393,2020-06-22T00:00:00
SE,Stockholm,17285,727.15234375,2272,869,2020-06-22T00:00:00
