country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,2939,4924.10302734375,46,26,2021-03-24T00:00:00
SE,Jämtland Härjedalen,8258,6312.97314453125,117,49,2021-03-24T00:00:00
SE,Blekinge,8697,5449.04345703125,118,40,2021-03-24T00:00:00
SE,Värmland,11622,4115.23486328125,181,81,2021-03-24T00:00:00
SE,Kalmar,14081,5736.9033203125,218,73,2021-03-24T00:00:00
SE,Kronoberg,15034,7462.1904296875,297,94,2021-03-24T00:00:00
SE,Norrbotten,15816,6324.04736328125,236,140,2021-03-24T00:00:00
SE,Sörmland,16431,5522.28271484375,415,251,2021-03-24T00:00:00
SE,Västernorrland,16906,6890.64892578125,424,129,2021-03-24T00:00:00
SE,Västerbotten,17712,6518.09130859375,164,118,2021-03-24T00:00:00
SE,Dalarna,17736,6159.060546875,310,123,2021-03-24T00:00:00
SE,Västmanland,20260,7344.70458984375,332,95,2021-03-24T00:00:00
SE,Örebro,20977,6882.10498046875,300,153,2021-03-24T00:00:00
SE,Gävleborg,26794,9323.478515625,517,184,2021-03-24T00:00:00
SE,Östergötland,26815,5760.53466796875,573,246,2021-03-24T00:00:00
SE,Uppsala,27957,7285.9140625,494,273,2021-03-24T00:00:00
SE,Halland,30142,9028.66015625,286,132,2021-03-24T00:00:00
SE,Jönköping,31945,8785.77734375,536,270,2021-03-24T00:00:00
SE,Skåne,121155,8793.1943359375,1629,512,2021-03-24T00:00:00
SE,Västra Götaland,137904,7990.35400390625,2186,1069,2021-03-24T00:00:00
SE,Stockholm,184509,7761.9990234375,3994,1737,2021-03-24T00:00:00
