country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,270,452.367401123047,6,6,2020-08-07T00:00:00
SE,Blekinge,514,322.043029785156,15,8,2020-08-07T00:00:00
SE,Kalmar,788,321.048217773438,62,31,2020-08-07T00:00:00
SE,Västerbotten,920,338.563903808594,31,34,2020-08-07T00:00:00
SE,Värmland,1067,377.814117431641,73,32,2020-08-07T00:00:00
SE,Jämtland Härjedalen,1153,881.431091308594,59,20,2020-08-07T00:00:00
SE,Kronoberg,1201,596.121459960938,103,23,2020-08-07T00:00:00
SE,Norrbotten,1616,646.159606933594,84,57,2020-08-07T00:00:00
SE,Västernorrland,1809,737.323059082031,133,52,2020-08-07T00:00:00
SE,Halland,1843,552.047668457031,79,37,2020-08-07T00:00:00
SE,Dalarna,2003,695.568237304688,172,66,2020-08-07T00:00:00
SE,Sörmland,2399,806.278137207031,253,133,2020-08-07T00:00:00
SE,Örebro,2554,837.912780761719,171,83,2020-08-07T00:00:00
SE,Västmanland,2678,970.835083007813,180,55,2020-08-07T00:00:00
SE,Gävleborg,3161,1099.9296875,161,71,2020-08-07T00:00:00
SE,Östergötland,3592,771.651672363281,261,107,2020-08-07T00:00:00
SE,Uppsala,3607,940.025512695313,239,156,2020-08-07T00:00:00
SE,Skåne,3861,280.223846435547,272,114,2020-08-07T00:00:00
SE,Jönköping,4760,1309.13452148438,180,95,2020-08-07T00:00:00
SE,Västra Götaland,18881,1093.99194335938,842,439,2020-08-07T00:00:00
SE,Stockholm,23646,994.749450683594,2387,908,2020-08-07T00:00:00
