country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,12362,20588.3271484375,101,47,2023-03-15T00:00:00
SE,Blekinge,32346,20325.2019042969,212,97,2023-03-15T00:00:00
SE,Jämtland Härjedalen,35387,26990.3286132813,225,101,2023-03-15T00:00:00
SE,Norrbotten,52121,20874.5729980469,557,278,2023-03-15T00:00:00
SE,Kronoberg,54032,26731.7529296875,445,172,2023-03-15T00:00:00
SE,Västernorrland,58796,24028.1674804688,791,235,2023-03-15T00:00:00
SE,Västerbotten,62586,22925.9360351563,464,209,2023-03-15T00:00:00
SE,Kalmar,65711,26717.0991210938,456,144,2023-03-15T00:00:00
SE,Sörmland,71819,24007.2170410156,794,451,2023-03-15T00:00:00
SE,Värmland,73039,25823.0241699219,516,214,2023-03-15T00:00:00
SE,Gävleborg,76035,26449.0229492188,841,357,2023-03-15T00:00:00
SE,Dalarna,81062,28174.3798828125,664,276,2023-03-15T00:00:00
SE,Västmanland,81171,29312.7768554688,643,167,2023-03-15T00:00:00
SE,Jönköping,92678,25409.4384765625,866,439,2023-03-15T00:00:00
SE,Uppsala,97792,25236.107421875,825,488,2023-03-15T00:00:00
SE,Östergötland,101965,21837.70703125,1032,469,2023-03-15T00:00:00
SE,Örebro,104363,34157.6674804688,629,291,2023-03-15T00:00:00
SE,Halland,113238,33660.4143066406,653,252,2023-03-15T00:00:00
SE,Skåne,357652,25785.0161132813,3002,856,2023-03-15T00:00:00
SE,Västra Götaland,455911,26307.1723632813,3852,1774,2023-03-15T00:00:00
SE,Stockholm,620165,25958.3916015625,6245,2748,2023-03-15T00:00:00
