country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,4564,7618.46533203125,53,33,2021-09-29T00:00:00
SE,Jämtland Härjedalen,13110,10005.0830078125,126,70,2021-09-29T00:00:00
SE,Blekinge,13395,8410.53002929688,130,60,2021-09-29T00:00:00
SE,Värmland,21429,7578.86206054688,222,132,2021-09-29T00:00:00
SE,Kronoberg,23417,11595.5200195313,324,124,2021-09-29T00:00:00
SE,Kalmar,25290,10286.4663085938,249,104,2021-09-29T00:00:00
SE,Västerbotten,25500,9350.8681640625,190,155,2021-09-29T00:00:00
SE,Sörmland,27035,9049.35180664063,481,390,2021-09-29T00:00:00
SE,Norrbotten,27418,10978.0925292969,287,217,2021-09-29T00:00:00
SE,Västernorrland,27498,11230.1752929688,481,179,2021-09-29T00:00:00
SE,Dalarna,28471,9893.048828125,352,193,2021-09-29T00:00:00
SE,Västmanland,29533,10680.3833007813,355,121,2021-09-29T00:00:00
SE,Örebro,33858,11089.90625,350,230,2021-09-29T00:00:00
SE,Gävleborg,36982,12865.46484375,561,248,2021-09-29T00:00:00
SE,Uppsala,42212,10925.896484375,547,422,2021-09-29T00:00:00
SE,Halland,43008,12805.0559082031,328,178,2021-09-29T00:00:00
SE,Östergötland,44421,9519.81787109375,654,361,2021-09-29T00:00:00
SE,Jönköping,45356,12444.8627929688,561,340,2021-09-29T00:00:00
SE,Skåne,164500,11882.5478515625,1778,655,2021-09-29T00:00:00
SE,Västra Götaland,201432,11635.0834960938,2415,1417,2021-09-29T00:00:00
SE,Stockholm,274457,11505.6547851563,4420,2219,2021-09-29T00:00:00
