country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,2315,3878.63159179688,33,21,2021-01-04T00:00:00
SE,Jämtland Härjedalen,4725,3612.10913085938,85,42,2021-01-04T00:00:00
SE,Blekinge,5338,3344.48583984375,50,22,2021-01-04T00:00:00
SE,Värmland,6427,2275.73706054688,123,54,2021-01-04T00:00:00
SE,Kalmar,7226,2944.0283203125,118,47,2021-01-04T00:00:00
SE,Norrbotten,8026,3209.2060546875,136,95,2021-01-04T00:00:00
SE,Västerbotten,8786,3233.28515625,91,62,2021-01-04T00:00:00
SE,Kronoberg,9336,4633.96337890625,205,59,2021-01-04T00:00:00
SE,Sörmland,9615,3231.49829101563,318,195,2021-01-04T00:00:00
SE,Västernorrland,10799,4401.52099609375,241,92,2021-01-04T00:00:00
SE,Dalarna,11269,3913.30932617188,247,88,2021-01-04T00:00:00
SE,Halland,13935,4174.05517578125,142,75,2021-01-04T00:00:00
SE,Örebro,14052,4610.16064453125,222,121,2021-01-04T00:00:00
SE,Västmanland,14528,5266.72607421875,261,84,2021-01-04T00:00:00
SE,Östergötland,15121,3248.3701171875,381,179,2021-01-04T00:00:00
SE,Gävleborg,15831,5508.69580078125,341,133,2021-01-04T00:00:00
SE,Jönköping,18164,4995.61328125,347,179,2021-01-04T00:00:00
SE,Uppsala,18692,4871.34912109375,388,221,2021-01-04T00:00:00
SE,Skåne,74414,5400.8232421875,673,323,2021-01-04T00:00:00
SE,Västra Götaland,78143,4527.716796875,1264,748,2021-01-04T00:00:00
SE,Stockholm,123006,5174.666015625,3319,1381,2021-01-04T00:00:00
