country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,4798,8007.6611328125,54,35,2021-12-09T00:00:00
SE,Jämtland Härjedalen,13663,10426.7211914063,129,71,2021-12-09T00:00:00
SE,Blekinge,14428,9059.98706054688,131,65,2021-12-09T00:00:00
SE,Värmland,23061,8155.77465820313,228,139,2021-12-09T00:00:00
SE,Kronoberg,24266,12015.2705078125,329,127,2021-12-09T00:00:00
SE,Kalmar,27392,11140.9028320313,256,107,2021-12-09T00:00:00
SE,Västerbotten,27478,10074.9008789063,202,157,2021-12-09T00:00:00
SE,Sörmland,28974,9696.97827148438,486,397,2021-12-09T00:00:00
SE,Norrbotten,29009,11615.4763183594,295,224,2021-12-09T00:00:00
SE,Västernorrland,29029,11856.212890625,488,184,2021-12-09T00:00:00
SE,Dalarna,29982,10418.2924804688,359,196,2021-12-09T00:00:00
SE,Västmanland,34293,12397.9204101563,378,130,2021-12-09T00:00:00
SE,Örebro,36970,12108.0874023438,356,230,2021-12-09T00:00:00
SE,Gävleborg,39565,13763.8930664063,566,252,2021-12-09T00:00:00
SE,Uppsala,45405,11748.0,551,426,2021-12-09T00:00:00
SE,Halland,45534,13555.1711425781,332,180,2021-12-09T00:00:00
SE,Östergötland,46222,9905.3408203125,661,370,2021-12-09T00:00:00
SE,Jönköping,47129,12930.6030273438,567,352,2021-12-09T00:00:00
SE,Skåne,175664,12686.0971679688,1816,684,2021-12-09T00:00:00
SE,Västra Götaland,211524,12216.9418945313,2471,1453,2021-12-09T00:00:00
SE,Stockholm,294831,12357.4145507813,4536,2277,2021-12-09T00:00:00
