country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,4004,6687.05688476563,52,32,2021-06-28T00:00:00
SE,Jämtland Härjedalen,12515,9551.4208984375,121,68,2021-06-28T00:00:00
SE,Blekinge,12851,8068.51245117188,130,58,2021-06-28T00:00:00
SE,Värmland,20118,7115.42260742188,214,123,2021-06-28T00:00:00
SE,Kronoberg,22372,11078.8657226563,318,119,2021-06-28T00:00:00
SE,Västerbotten,23401,8582.5439453125,181,152,2021-06-28T00:00:00
SE,Kalmar,24281,9876.3203125,246,104,2021-06-28T00:00:00
SE,Sörmland,25849,8653.22778320313,470,376,2021-06-28T00:00:00
SE,Norrbotten,26397,10569.0607910156,272,211,2021-06-28T00:00:00
SE,Västernorrland,26850,10965.203125,479,177,2021-06-28T00:00:00
SE,Dalarna,27026,9390.74755859375,343,190,2021-06-28T00:00:00
SE,Västmanland,27618,9989.39892578125,350,117,2021-06-28T00:00:00
SE,Örebro,32138,10527.158203125,342,222,2021-06-28T00:00:00
SE,Gävleborg,35861,12475.5541992188,560,241,2021-06-28T00:00:00
SE,Uppsala,40442,10470.173828125,539,413,2021-06-28T00:00:00
SE,Halland,40867,12169.2687988281,320,171,2021-06-28T00:00:00
SE,Östergötland,42369,9080.56640625,635,344,2021-06-28T00:00:00
SE,Jönköping,43514,11940.2192382813,552,332,2021-06-28T00:00:00
SE,Skåne,156296,11292.0502929688,1760,632,2021-06-28T00:00:00
SE,Västra Götaland,190156,10984.9614257813,2383,1357,2021-06-28T00:00:00
SE,Stockholm,254818,10684.623046875,4359,2141,2021-06-28T00:00:00
