country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,4257,7107.85400390625,52,32,2021-08-05T00:00:00
SE,Jämtland Härjedalen,12651,9655.115234375,121,68,2021-08-05T00:00:00
SE,Blekinge,12939,8123.83862304688,130,58,2021-08-05T00:00:00
SE,Värmland,20624,7294.29418945313,214,129,2021-08-05T00:00:00
SE,Kronoberg,22609,11196.0400390625,318,121,2021-08-05T00:00:00
SE,Västerbotten,23804,8730.05908203125,181,152,2021-08-05T00:00:00
SE,Kalmar,24480,9957.21142578125,246,104,2021-08-05T00:00:00
SE,Sörmland,26131,8747.41577148438,477,379,2021-08-05T00:00:00
SE,Norrbotten,26906,10772.9758300781,274,214,2021-08-05T00:00:00
SE,Västernorrland,27026,11037.1708984375,481,177,2021-08-05T00:00:00
SE,Dalarna,27207,9453.666015625,344,190,2021-08-05T00:00:00
SE,Västmanland,27896,10089.708984375,353,118,2021-08-05T00:00:00
SE,Örebro,32418,10618.7680664063,342,223,2021-08-05T00:00:00
SE,Gävleborg,36116,12564.2495117188,560,242,2021-08-05T00:00:00
SE,Uppsala,40862,10578.3115234375,540,413,2021-08-05T00:00:00
SE,Halland,41479,12351.0070800781,320,173,2021-08-05T00:00:00
SE,Östergötland,42764,9165.1201171875,637,346,2021-08-05T00:00:00
SE,Jönköping,43890,12043.2299804688,554,335,2021-08-05T00:00:00
SE,Skåne,158152,11425.6391601563,1761,636,2021-08-05T00:00:00
SE,Västra Götaland,192439,11116.5888671875,2383,1365,2021-08-05T00:00:00
SE,Stockholm,259888,10896.5805664063,4369,2152,2021-08-05T00:00:00
