country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,137,229.534561157227,6,5,2020-06-23T00:00:00
SE,Blekinge,417,261.268371582031,11,8,2020-06-23T00:00:00
SE,Kalmar,563,229.378356933594,47,28,2020-06-23T00:00:00
SE,Västerbotten,634,233.314682006836,31,31,2020-06-23T00:00:00
SE,Värmland,848,300.268402099609,63,29,2020-06-23T00:00:00
SE,Jämtland Härjedalen,983,751.471618652344,44,16,2020-06-23T00:00:00
SE,Norrbotten,1012,404.649475097656,60,47,2020-06-23T00:00:00
SE,Kronoberg,1038,515.215759277344,89,21,2020-06-23T00:00:00
SE,Västernorrland,1197,487.880432128906,109,49,2020-06-23T00:00:00
SE,Halland,1201,359.744567871094,63,34,2020-06-23T00:00:00
SE,Dalarna,1466,509.087890625,156,63,2020-06-23T00:00:00
SE,Sörmland,1952,656.046264648438,238,128,2020-06-23T00:00:00
SE,Västmanland,2038,738.820739746094,160,50,2020-06-23T00:00:00
SE,Gävleborg,2064,718.207824707031,122,66,2020-06-23T00:00:00
SE,Örebro,2236,733.583740234375,159,79,2020-06-23T00:00:00
SE,Skåne,2742,199.009017944336,225,106,2020-06-23T00:00:00
SE,Uppsala,2825,736.227355957031,217,147,2020-06-23T00:00:00
SE,Östergötland,2896,622.133422851563,220,105,2020-06-23T00:00:00
SE,Jönköping,3189,877.065124511719,164,86,2020-06-23T00:00:00
SE,Västra Götaland,13065,757.004699707031,701,396,2020-06-23T00:00:00
SE,Stockholm,18334,771.282104492188,2276,872,2020-06-23T00:00:00
