country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,11918,19849.853515625,84,46,2022-11-23T00:00:00
SE,Blekinge,31004,19481.4733886719,188,87,2022-11-23T00:00:00
SE,Jämtland Härjedalen,34521,26330.0415039063,206,99,2022-11-23T00:00:00
SE,Norrbotten,51205,20507.6062011719,491,269,2022-11-23T00:00:00
SE,Kronoberg,51877,25666.3095703125,417,162,2022-11-23T00:00:00
SE,Västernorrland,56939,23268.8256835938,697,220,2022-11-23T00:00:00
SE,Västerbotten,60892,22305.8598632813,405,198,2022-11-23T00:00:00
SE,Kalmar,63319,25744.7807617188,399,139,2022-11-23T00:00:00
SE,Sörmland,68541,22912.3654785156,677,449,2022-11-23T00:00:00
SE,Värmland,69842,24692.8835449219,420,194,2022-11-23T00:00:00
SE,Gävleborg,74957,26074.0678710938,762,339,2022-11-23T00:00:00
SE,Dalarna,75977,26406.7666015625,552,262,2022-11-23T00:00:00
SE,Västmanland,78969,28518.2338867188,542,156,2022-11-23T00:00:00
SE,Jönköping,90198,24730.0068359375,766,421,2022-11-23T00:00:00
SE,Uppsala,94538,24398.298828125,730,472,2022-11-23T00:00:00
SE,Östergötland,99306,21268.51953125,903,443,2022-11-23T00:00:00
SE,Örebro,99940,32710.5541992188,538,278,2022-11-23T00:00:00
SE,Halland,109457,32537.6154785156,533,231,2022-11-23T00:00:00
SE,Skåne,348104,25097.7817382813,2626,822,2022-11-23T00:00:00
SE,Västra Götaland,445997,25735.5766601563,3393,1686,2022-11-23T00:00:00
SE,Stockholm,609185,25499.3583984375,5705,2661,2022-11-23T00:00:00
