country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,11287,18800.3564453125,60,37,2022-03-10T00:00:00
SE,Blekinge,29175,18331.5642089844,155,82,2022-03-10T00:00:00
SE,Jämtland Härjedalen,32255,24602.3149414063,165,89,2022-03-10T00:00:00
SE,Norrbotten,47764,19129.0778808594,355,249,2022-03-10T00:00:00
SE,Kronoberg,48461,23977.4189453125,370,146,2022-03-10T00:00:00
SE,Västernorrland,52241,21347.7768554688,555,201,2022-03-10T00:00:00
SE,Västerbotten,55172,20212.0942382813,278,183,2022-03-10T00:00:00
SE,Kalmar,59073,24018.8354492188,311,126,2022-03-10T00:00:00
SE,Sörmland,62205,20796.1389160156,557,430,2022-03-10T00:00:00
SE,Värmland,63573,22476.7878417969,293,158,2022-03-10T00:00:00
SE,Dalarna,68020,23640.8076171875,435,226,2022-03-10T00:00:00
SE,Gävleborg,72707,25291.4643554688,648,296,2022-03-10T00:00:00
SE,Västmanland,74557,26926.2651367188,449,151,2022-03-10T00:00:00
SE,Jönköping,85321,23393.8779296875,646,392,2022-03-10T00:00:00
SE,Uppsala,87955,22703.369140625,640,452,2022-03-10T00:00:00
SE,Örebro,90651,29671.3881835938,430,253,2022-03-10T00:00:00
SE,Östergötland,93433,20011.34375,771,412,2022-03-10T00:00:00
SE,Halland,103200,30679.5490722656,414,211,2022-03-10T00:00:00
SE,Skåne,334646,24129.1176757813,2227,771,2022-03-10T00:00:00
SE,Västra Götaland,429952,24810.4946289063,2927,1573,2022-03-10T00:00:00
SE,Stockholm,564929,23649.1845703125,5112,2494,2022-03-10T00:00:00
