country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,913,1529.67199707031,7,9,2020-11-16T00:00:00
SE,Blekinge,1474,923.524169921875,20,10,2020-11-16T00:00:00
SE,Jämtland Härjedalen,2097,1603.08850097656,67,24,2020-11-16T00:00:00
SE,Kalmar,2103,856.8076171875,65,35,2020-11-16T00:00:00
SE,Värmland,2573,911.073791503906,78,36,2020-11-16T00:00:00
SE,Västerbotten,2842,1045.86804199219,33,36,2020-11-16T00:00:00
SE,Västernorrland,3294,1342.58825683594,141,54,2020-11-16T00:00:00
SE,Norrbotten,3505,1401.47863769531,91,73,2020-11-16T00:00:00
SE,Kronoberg,4181,2075.25732421875,136,32,2020-11-16T00:00:00
SE,Sörmland,4638,1558.78198242188,259,148,2020-11-16T00:00:00
SE,Dalarna,4888,1697.42260742188,186,75,2020-11-16T00:00:00
SE,Halland,5175,1550.10668945313,97,49,2020-11-16T00:00:00
SE,Gävleborg,5197,1808.39440917969,172,80,2020-11-16T00:00:00
SE,Västmanland,6160,2233.13818359375,186,65,2020-11-16T00:00:00
SE,Örebro,7822,2566.23095703125,180,94,2020-11-16T00:00:00
SE,Östergötland,8139,1748.46130371094,262,127,2020-11-16T00:00:00
SE,Uppsala,8748,2279.82885742188,277,186,2020-11-16T00:00:00
SE,Jönköping,9503,2613.59350585938,193,115,2020-11-16T00:00:00
SE,Skåne,18574,1348.06469726563,332,155,2020-11-16T00:00:00
SE,Västra Götaland,34663,2008.42358398438,914,528,2020-11-16T00:00:00
SE,Stockholm,55950,2353.72705078125,2529,1043,2020-11-16T00:00:00
