country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,144,241.262603759766,7,5,2020-06-24T00:00:00
SE,Blekinge,425,266.280731201172,12,8,2020-06-24T00:00:00
SE,Kalmar,568,231.415466308594,49,29,2020-06-24T00:00:00
SE,Västerbotten,653,240.306762695313,31,31,2020-06-24T00:00:00
SE,Värmland,863,305.579742431641,64,29,2020-06-24T00:00:00
SE,Jämtland Härjedalen,993,759.116271972656,44,16,2020-06-24T00:00:00
SE,Kronoberg,1044,518.19384765625,91,21,2020-06-24T00:00:00
SE,Norrbotten,1093,437.037414550781,60,49,2020-06-24T00:00:00
SE,Västernorrland,1214,494.809387207031,109,50,2020-06-24T00:00:00
SE,Halland,1271,380.712188720703,66,34,2020-06-24T00:00:00
SE,Dalarna,1495,519.158508300781,157,63,2020-06-24T00:00:00
SE,Sörmland,1968,661.423645019531,238,130,2020-06-24T00:00:00
SE,Västmanland,2064,748.246276855469,161,51,2020-06-24T00:00:00
SE,Gävleborg,2107,733.170471191406,123,67,2020-06-24T00:00:00
SE,Örebro,2253,739.1611328125,159,79,2020-06-24T00:00:00
SE,Skåne,2809,203.87174987793,235,106,2020-06-24T00:00:00
SE,Uppsala,2928,763.0703125,219,148,2020-06-24T00:00:00
SE,Östergötland,2969,637.815673828125,220,106,2020-06-24T00:00:00
SE,Jönköping,3358,923.544921875,166,86,2020-06-24T00:00:00
SE,Västra Götaland,13510,782.788635253906,713,402,2020-06-24T00:00:00
SE,Stockholm,18595,782.261962890625,2285,877,2020-06-24T00:00:00
