country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,11442,19058.15625,71,39,2022-05-18T00:00:00
SE,Blekinge,29664,18639.0036621094,166,84,2022-05-18T00:00:00
SE,Jämtland Härjedalen,32821,25033.8657226563,175,92,2022-05-18T00:00:00
SE,Norrbotten,48886,19578.5710449219,407,255,2022-05-18T00:00:00
SE,Kronoberg,49494,24488.1396484375,385,151,2022-05-18T00:00:00
SE,Västernorrland,53610,21907.5717773438,602,205,2022-05-18T00:00:00
SE,Västerbotten,56661,20757.1313476563,325,188,2022-05-18T00:00:00
SE,Kalmar,60177,24467.5971679688,354,130,2022-05-18T00:00:00
SE,Sörmland,63883,21356.5920410156,587,431,2022-05-18T00:00:00
SE,Värmland,65499,23157.6315917969,352,168,2022-05-18T00:00:00
SE,Dalarna,69890,24290.8427734375,481,240,2022-05-18T00:00:00
SE,Gävleborg,73796,25670.2456054688,705,305,2022-05-18T00:00:00
SE,Västmanland,75823,27383.0717773438,486,152,2022-05-18T00:00:00
SE,Jönköping,86408,23691.6787109375,689,397,2022-05-18T00:00:00
SE,Uppsala,89719,23157.548828125,683,454,2022-05-18T00:00:00
SE,Örebro,92917,30412.7768554688,472,265,2022-05-18T00:00:00
SE,Östergötland,95064,20360.4765625,820,418,2022-05-18T00:00:00
SE,Halland,104841,31166.8576660156,453,219,2022-05-18T00:00:00
SE,Skåne,338117,24378.9497070313,2394,779,2022-05-18T00:00:00
SE,Västra Götaland,434345,25063.7758789063,3085,1597,2022-05-18T00:00:00
SE,Stockholm,573550,24009.5947265625,5249,2543,2022-05-18T00:00:00
