country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,3279,5493.75048828125,48,26,2021-04-12T00:00:00
SE,Jämtland Härjedalen,9479,7246.3876953125,118,50,2021-04-12T00:00:00
SE,Blekinge,9692,6072.45361328125,121,44,2021-04-12T00:00:00
SE,Värmland,14164,5015.33203125,188,89,2021-04-12T00:00:00
SE,Kronoberg,16370,8125.3193359375,299,104,2021-04-12T00:00:00
SE,Kalmar,17383,7082.20947265625,223,86,2021-04-12T00:00:00
SE,Norrbotten,18386,7351.6650390625,245,157,2021-04-12T00:00:00
SE,Västerbotten,19151,7047.6494140625,171,129,2021-04-12T00:00:00
SE,Västernorrland,19862,8095.47314453125,435,140,2021-04-12T00:00:00
SE,Sörmland,19958,6707.66943359375,424,283,2021-04-12T00:00:00
SE,Dalarna,20928,7267.5244140625,316,142,2021-04-12T00:00:00
SE,Västmanland,22490,8153.12939453125,339,101,2021-04-12T00:00:00
SE,Örebro,25064,8222.9619140625,304,184,2021-04-12T00:00:00
SE,Gävleborg,30398,10577.55859375,536,205,2021-04-12T00:00:00
SE,Östergötland,30906,6639.3837890625,584,269,2021-04-12T00:00:00
SE,Uppsala,32439,8453.974609375,503,309,2021-04-12T00:00:00
SE,Halland,34962,10472.4306640625,298,150,2021-04-12T00:00:00
SE,Jönköping,35985,9896.8916015625,539,294,2021-04-12T00:00:00
SE,Skåne,130857,9497.345703125,1653,543,2021-04-12T00:00:00
SE,Västra Götaland,155943,9035.5595703125,2239,1182,2021-04-12T00:00:00
SE,Stockholm,208810,8784.302734375,4077,1886,2021-04-12T00:00:00
