country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,160,268.069549560547,7,6,2020-06-30T00:00:00
SE,Blekinge,444,278.185028076172,12,8,2020-06-30T00:00:00
SE,Kalmar,626,255.045913696289,54,29,2020-06-30T00:00:00
SE,Västerbotten,699,257.234954833984,31,32,2020-06-30T00:00:00
SE,Värmland,951,336.739685058594,68,30,2020-06-30T00:00:00
SE,Jämtland Härjedalen,1033,789.695007324219,48,16,2020-06-30T00:00:00
SE,Kronoberg,1063,527.624572753906,94,22,2020-06-30T00:00:00
SE,Norrbotten,1284,513.408996582031,66,52,2020-06-30T00:00:00
SE,Västernorrland,1360,554.316955566406,113,51,2020-06-30T00:00:00
SE,Halland,1483,444.214141845703,71,35,2020-06-30T00:00:00
SE,Dalarna,1626,564.649963378906,157,64,2020-06-30T00:00:00
SE,Sörmland,2080,699.065673828125,243,130,2020-06-30T00:00:00
SE,Västmanland,2239,811.687744140625,165,51,2020-06-30T00:00:00
SE,Gävleborg,2264,787.801574707031,131,67,2020-06-30T00:00:00
SE,Örebro,2319,760.814270019531,162,79,2020-06-30T00:00:00
SE,Skåne,3051,221.435638427734,245,108,2020-06-30T00:00:00
SE,Östergötland,3212,690.018127441406,224,107,2020-06-30T00:00:00
SE,Uppsala,3236,843.338623046875,226,152,2020-06-30T00:00:00
SE,Jönköping,3977,1093.78735351563,169,89,2020-06-30T00:00:00
SE,Västra Götaland,15173,879.145202636719,745,413,2020-06-30T00:00:00
SE,Stockholm,20171,848.561767578125,2302,888,2020-06-30T00:00:00
