country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,2673,4478.43701171875,45,24,2021-02-22T00:00:00
SE,Jämtland Härjedalen,6596,5042.427734375,113,47,2021-02-22T00:00:00
SE,Blekinge,7866,4928.38623046875,114,36,2021-02-22T00:00:00
SE,Värmland,8874,3142.19555664063,164,68,2021-02-22T00:00:00
SE,Kalmar,10978,4472.67431640625,214,63,2021-02-22T00:00:00
SE,Norrbotten,11996,4796.61572265625,216,121,2021-02-22T00:00:00
SE,Sörmland,12822,4309.33642578125,396,229,2021-02-22T00:00:00
SE,Västerbotten,13605,5006.69775390625,131,85,2021-02-22T00:00:00
SE,Kronoberg,13677,6788.6376953125,289,83,2021-02-22T00:00:00
SE,Dalarna,14440,5014.48095703125,303,102,2021-02-22T00:00:00
SE,Västernorrland,14583,5943.82666015625,397,114,2021-02-22T00:00:00
SE,Örebro,17657,5792.8837890625,288,136,2021-02-22T00:00:00
SE,Västmanland,17981,6518.515625,324,90,2021-02-22T00:00:00
SE,Gävleborg,20679,7195.64892578125,489,155,2021-02-22T00:00:00
SE,Östergötland,22437,4820.0302734375,546,220,2021-02-22T00:00:00
SE,Halland,22745,6812.98095703125,262,108,2021-02-22T00:00:00
SE,Uppsala,23718,6181.18212890625,476,247,2021-02-22T00:00:00
SE,Jönköping,25695,7066.85107421875,500,231,2021-02-22T00:00:00
SE,Skåne,108530,7876.89599609375,1529,462,2021-02-22T00:00:00
SE,Västra Götaland,112900,6541.58642578125,2055,969,2021-02-22T00:00:00
SE,Stockholm,151647,6379.546875,3862,1556,2021-02-22T00:00:00
