country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,3783,6319.48315429688,51,30,2021-05-11T00:00:00
SE,Jämtland Härjedalen,11716,8942.21826171875,120,64,2021-05-11T00:00:00
SE,Blekinge,12069,7576.86157226563,128,52,2021-05-11T00:00:00
SE,Värmland,17785,6290.7060546875,204,109,2021-05-11T00:00:00
SE,Kronoberg,20586,10195.8569335938,311,116,2021-05-11T00:00:00
SE,Västerbotten,22021,8077.40478515625,180,145,2021-05-11T00:00:00
SE,Norrbotten,22433,8981.00903320313,257,186,2021-05-11T00:00:00
SE,Kalmar,22559,9176.3486328125,240,102,2021-05-11T00:00:00
SE,Sörmland,24324,8143.87719726563,452,351,2021-05-11T00:00:00
SE,Dalarna,25387,8821.009765625,333,174,2021-05-11T00:00:00
SE,Västernorrland,25495,10411.1328125,461,165,2021-05-11T00:00:00
SE,Västmanland,26155,9461.5087890625,345,114,2021-05-11T00:00:00
SE,Örebro,30179,9886.21435546875,330,216,2021-05-11T00:00:00
SE,Gävleborg,34441,11981.64453125,549,234,2021-05-11T00:00:00
SE,Uppsala,38538,9979.94970703125,530,385,2021-05-11T00:00:00
SE,Halland,39181,11668.5974121094,314,168,2021-05-11T00:00:00
SE,Östergötland,39658,8500.24853515625,614,329,2021-05-11T00:00:00
SE,Jönköping,41113,11282.4291992188,552,319,2021-05-11T00:00:00
SE,Skåne,147972,10692.9150390625,1702,607,2021-05-11T00:00:00
SE,Västra Götaland,179158,10350.8671875,2328,1304,2021-05-11T00:00:00
SE,Stockholm,243381,10206.4858398438,4266,2083,2021-05-11T00:00:00
