country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,4573,7633.43432617188,54,33,2021-10-20T00:00:00
SE,Jämtland Härjedalen,13189,10065.3168945313,128,70,2021-10-20T00:00:00
SE,Blekinge,13469,8457.05493164063,131,62,2021-10-20T00:00:00
SE,Värmland,21528,7613.85864257813,223,133,2021-10-20T00:00:00
SE,Kronoberg,23644,11707.75,325,125,2021-10-20T00:00:00
SE,Kalmar,25540,10388.087890625,250,104,2021-10-20T00:00:00
SE,Västerbotten,26071,9559.87841796875,197,155,2021-10-20T00:00:00
SE,Sörmland,27508,9207.33374023438,483,390,2021-10-20T00:00:00
SE,Västernorrland,27683,11305.8227539063,481,180,2021-10-20T00:00:00
SE,Norrbotten,27921,11179.6037597656,291,220,2021-10-20T00:00:00
SE,Dalarna,28707,9975.0859375,357,194,2021-10-20T00:00:00
SE,Västmanland,30232,10932.6015625,365,126,2021-10-20T00:00:00
SE,Örebro,34315,11239.4272460938,353,230,2021-10-20T00:00:00
SE,Gävleborg,37381,13004.24609375,562,249,2021-10-20T00:00:00
SE,Uppsala,42691,11049.2250976563,545,424,2021-10-20T00:00:00
SE,Halland,43261,12880.1857910156,328,178,2021-10-20T00:00:00
SE,Östergötland,44777,9596.0234375,659,363,2021-10-20T00:00:00
SE,Jönköping,45668,12530.3403320313,561,342,2021-10-20T00:00:00
SE,Skåne,165708,11969.49609375,1788,657,2021-10-20T00:00:00
SE,Västra Götaland,203229,11738.6904296875,2434,1423,2021-10-20T00:00:00
SE,Stockholm,278099,11657.9130859375,4471,2236,2021-10-20T00:00:00
