country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,323,541.165405273438,6,7,2020-09-14T00:00:00
SE,Blekinge,617,386.576934814453,17,9,2020-09-14T00:00:00
SE,Västerbotten,891,327.891784667969,31,34,2020-09-14T00:00:00
SE,Kalmar,902,367.494262695313,64,31,2020-09-14T00:00:00
SE,Jämtland Härjedalen,1219,931.885925292969,64,20,2020-09-14T00:00:00
SE,Värmland,1227,434.468536376953,73,33,2020-09-14T00:00:00
SE,Kronoberg,1505,747.01318359375,109,24,2020-09-14T00:00:00
SE,Norrbotten,1679,671.350280761719,88,60,2020-09-14T00:00:00
SE,Västernorrland,1876,764.63134765625,136,51,2020-09-14T00:00:00
SE,Dalarna,2296,797.316345214844,174,67,2020-09-14T00:00:00
SE,Halland,2323,695.825622558594,83,40,2020-09-14T00:00:00
SE,Sörmland,2451,823.754760742188,254,133,2020-09-14T00:00:00
SE,Örebro,2823,926.165893554688,171,84,2020-09-14T00:00:00
SE,Västmanland,2837,1028.47619628906,183,55,2020-09-14T00:00:00
SE,Gävleborg,3268,1137.16235351563,165,72,2020-09-14T00:00:00
SE,Uppsala,3888,1013.25732421875,243,158,2020-09-14T00:00:00
SE,Östergötland,3928,843.832885742188,275,108,2020-09-14T00:00:00
SE,Jönköping,5160,1419.14587402344,181,96,2020-09-14T00:00:00
SE,Skåne,5239,380.236419677734,276,120,2020-09-14T00:00:00
SE,Västra Götaland,19352,1121.28234863281,858,453,2020-09-14T00:00:00
SE,Stockholm,23541,990.332275390625,2400,931,2020-09-14T00:00:00
