country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,2184,3659.14965820313,27,18,2020-12-28T00:00:00
SE,Jämtland Härjedalen,4327,3307.85107421875,70,37,2020-12-28T00:00:00
SE,Blekinge,4431,2776.21142578125,44,20,2020-12-28T00:00:00
SE,Värmland,5818,2060.09619140625,121,51,2020-12-28T00:00:00
SE,Kalmar,6189,2521.5322265625,102,45,2020-12-28T00:00:00
SE,Norrbotten,7608,3042.068359375,133,93,2020-12-28T00:00:00
SE,Västerbotten,7984,2938.14575195313,81,57,2020-12-28T00:00:00
SE,Kronoberg,8330,4134.63134765625,188,53,2020-12-28T00:00:00
SE,Sörmland,8822,2964.9794921875,308,188,2020-12-28T00:00:00
SE,Västernorrland,9863,4020.0205078125,225,84,2020-12-28T00:00:00
SE,Dalarna,10300,3576.81103515625,224,82,2020-12-28T00:00:00
SE,Halland,11854,3550.7177734375,134,66,2020-12-28T00:00:00
SE,Örebro,13154,4315.5458984375,216,115,2020-12-28T00:00:00
SE,Östergötland,13263,2849.22509765625,359,168,2020-12-28T00:00:00
SE,Västmanland,13540,4908.5537109375,242,82,2020-12-28T00:00:00
SE,Gävleborg,14392,5007.96826171875,314,127,2020-12-28T00:00:00
SE,Jönköping,16741,4604.248046875,325,171,2020-12-28T00:00:00
SE,Uppsala,17401,4534.89990234375,352,217,2020-12-28T00:00:00
SE,Skåne,64892,4709.73486328125,666,280,2020-12-28T00:00:00
SE,Västra Götaland,70866,4106.07666015625,1197,694,2020-12-28T00:00:00
SE,Stockholm,116574,4904.08203125,3156,1342,2020-12-28T00:00:00
