country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,11298,18818.6513671875,60,37,2022-03-15T00:00:00
SE,Blekinge,29255,18381.8610839844,155,82,2022-03-15T00:00:00
SE,Jämtland Härjedalen,32360,24682.3735351563,165,90,2022-03-15T00:00:00
SE,Norrbotten,47956,19205.9958496094,366,251,2022-03-15T00:00:00
SE,Kronoberg,48658,24074.8173828125,374,146,2022-03-15T00:00:00
SE,Västernorrland,52460,21437.3276367188,557,204,2022-03-15T00:00:00
SE,Västerbotten,55509,20335.4497070313,278,184,2022-03-15T00:00:00
SE,Kalmar,59310,24115.1713867188,329,127,2022-03-15T00:00:00
SE,Sörmland,62452,20878.6369628906,562,430,2022-03-15T00:00:00
SE,Värmland,63836,22569.7585449219,305,159,2022-03-15T00:00:00
SE,Dalarna,68260,23724.2333984375,435,228,2022-03-15T00:00:00
SE,Gävleborg,72930,25369.0307617188,649,297,2022-03-15T00:00:00
SE,Västmanland,74741,26992.6577148438,465,151,2022-03-15T00:00:00
SE,Jönköping,85479,23437.1650390625,647,393,2022-03-15T00:00:00
SE,Uppsala,88139,22750.744140625,643,453,2022-03-15T00:00:00
SE,Örebro,90952,29769.8686523438,433,253,2022-03-15T00:00:00
SE,Östergötland,93685,20065.287109375,771,413,2022-03-15T00:00:00
SE,Halland,103457,30755.8674316406,413,213,2022-03-15T00:00:00
SE,Skåne,335221,24170.5043945313,2257,772,2022-03-15T00:00:00
SE,Västra Götaland,430565,24845.8383789063,2932,1575,2022-03-15T00:00:00
SE,Stockholm,565545,23674.9365234375,5141,2501,2022-03-15T00:00:00
