country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,4769,7959.42724609375,54,34,2021-12-06T00:00:00
SE,Jämtland Härjedalen,13574,10358.8627929688,129,71,2021-12-06T00:00:00
SE,Blekinge,14265,8957.50756835938,131,65,2021-12-06T00:00:00
SE,Värmland,22786,8058.56225585938,228,139,2021-12-06T00:00:00
SE,Kronoberg,24167,11966.32421875,328,126,2021-12-06T00:00:00
SE,Kalmar,27107,11025.0541992188,255,105,2021-12-06T00:00:00
SE,Västerbotten,27287,10004.9868164063,202,157,2021-12-06T00:00:00
SE,Sörmland,28746,9620.82641601563,485,397,2021-12-06T00:00:00
SE,Västernorrland,28778,11753.5766601563,488,184,2021-12-06T00:00:00
SE,Norrbotten,28913,11577.0173339844,295,224,2021-12-06T00:00:00
SE,Dalarna,29641,10299.7563476563,359,194,2021-12-06T00:00:00
SE,Västmanland,33812,12224.3627929688,375,130,2021-12-06T00:00:00
SE,Örebro,36608,11989.6489257813,356,230,2021-12-06T00:00:00
SE,Gävleborg,39178,13629.2856445313,566,252,2021-12-06T00:00:00
SE,Uppsala,44905,11619.2646484375,551,426,2021-12-06T00:00:00
SE,Halland,45217,13461.0354003906,330,180,2021-12-06T00:00:00
SE,Östergötland,45979,9853.32421875,661,369,2021-12-06T00:00:00
SE,Jönköping,46786,12836.6333007813,567,349,2021-12-06T00:00:00
SE,Skåne,173911,12559.921875,1815,679,2021-12-06T00:00:00
SE,Västra Götaland,210468,12156.0581054688,2467,1449,2021-12-06T00:00:00
SE,Stockholm,292660,12266.6533203125,4535,2273,2021-12-06T00:00:00
