country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,2774,4647.65625,46,24,2021-03-08T00:00:00
SE,Jämtland Härjedalen,7298,5579.083984375,117,48,2021-03-08T00:00:00
SE,Blekinge,8156,5110.08349609375,117,38,2021-03-08T00:00:00
SE,Värmland,9835,3482.47607421875,174,72,2021-03-08T00:00:00
SE,Kalmar,12108,4933.060546875,216,69,2021-03-08T00:00:00
SE,Norrbotten,13944,5575.52587890625,224,128,2021-03-08T00:00:00
SE,Sörmland,14137,4751.2939453125,405,236,2021-03-08T00:00:00
SE,Kronoberg,14334,7114.7421875,296,92,2021-03-08T00:00:00
SE,Västernorrland,15400,6276.82421875,416,121,2021-03-08T00:00:00
SE,Dalarna,15500,5382.580078125,305,105,2021-03-08T00:00:00
SE,Västerbotten,15816,5820.35498046875,143,101,2021-03-08T00:00:00
SE,Västmanland,18764,6802.37109375,326,92,2021-03-08T00:00:00
SE,Örebro,18936,6212.49658203125,294,140,2021-03-08T00:00:00
SE,Gävleborg,23291,8104.5439453125,500,171,2021-03-08T00:00:00
SE,Östergötland,24333,5227.3388671875,561,228,2021-03-08T00:00:00
SE,Uppsala,25273,6586.43310546875,482,256,2021-03-08T00:00:00
SE,Halland,25577,7661.27099609375,275,118,2021-03-08T00:00:00
SE,Jönköping,28029,7708.76708984375,520,249,2021-03-08T00:00:00
SE,Skåne,114210,8289.1396484375,1590,487,2021-03-08T00:00:00
SE,Västra Götaland,123563,7159.416015625,2122,1015,2021-03-08T00:00:00
SE,Stockholm,164697,6928.53955078125,3913,1625,2021-03-08T00:00:00
