country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,4549,7593.51684570313,53,33,2021-09-14T00:00:00
SE,Jämtland Härjedalen,13009,9928.07470703125,126,69,2021-09-14T00:00:00
SE,Blekinge,13323,8365.26293945313,130,60,2021-09-14T00:00:00
SE,Värmland,21316,7538.91625976563,219,130,2021-09-14T00:00:00
SE,Kronoberg,23295,11535.2026367188,319,124,2021-09-14T00:00:00
SE,Västerbotten,24898,9130.51025390625,183,154,2021-09-14T00:00:00
SE,Kalmar,25168,10236.8745117188,247,104,2021-09-14T00:00:00
SE,Sörmland,26847,8986.55981445313,481,388,2021-09-14T00:00:00
SE,Norrbotten,27198,10889.9562988281,275,214,2021-09-14T00:00:00
SE,Västernorrland,27408,11193.3735351563,481,179,2021-09-14T00:00:00
SE,Dalarna,28165,9786.67919921875,345,193,2021-09-14T00:00:00
SE,Västmanland,29085,10518.732421875,355,119,2021-09-14T00:00:00
SE,Örebro,33523,10980.3012695313,345,230,2021-09-14T00:00:00
SE,Gävleborg,36823,12810.1606445313,560,246,2021-09-14T00:00:00
SE,Uppsala,41867,10837.0693359375,542,420,2021-09-14T00:00:00
SE,Halland,42720,12719.5314941406,323,177,2021-09-14T00:00:00
SE,Östergötland,44092,9449.39208984375,646,358,2021-09-14T00:00:00
SE,Jönköping,45013,12350.8930664063,560,339,2021-09-14T00:00:00
SE,Skåne,163354,11800.0625,1769,647,2021-09-14T00:00:00
SE,Västra Götaland,199628,11531.0732421875,2392,1408,2021-09-14T00:00:00
SE,Stockholm,271489,11381.57421875,4389,2200,2021-09-14T00:00:00
